source,target,n_sessions,n_leads,n_follows,consistency
CBS,WALT DISNEY,4,4,0,1.0
CBS,WINDSTREAM HOLDINGS,3,3,0,1.0
CELANESE,CORNING,2,0,2,1.0
CELANESE,EASTMAN CHEMICAL,2,0,2,1.0
CELANESE,WESTROCK,2,0,2,1.0
CELANESE,WHIRLPOOL,2,2,0,1.0
CENTENE,CIGNA,2,0,2,1.0
CENTENE,CORNING,2,0,2,1.0
CENTENE,DAVITA,2,0,2,1.0
CENTENE,ENTERGY,2,2,0,1.0
CENTENE,GILEAD SCIENCES,2,2,0,1.0
CENTENE,INTEL,2,0,2,1.0
CENTERPOINT ENERGY,CMS ENERGY,3,0,3,1.0
CENTERPOINT ENERGY,CONSOLIDATED EDISON,3,3,0,1.0
CENTERPOINT ENERGY,CUMMINS,3,0,3,1.0
CENTERPOINT ENERGY,DUKE ENERGY,4,0,4,1.0
CENTERPOINT ENERGY,EVERSOURCE ENERGY,3,0,3,1.0
CENTERPOINT ENERGY,EXXONMOBIL,3,0,3,1.0
CBS,FOX CORP,2,2,0,1.0
CBS,FACEBOOK,3,3,0,1.0
CBS,CHARTER COMMUNICATIONS,2,2,0,1.0
CATERPILLAR,HUMANA,2,2,0,1.0
CARDINAL HEALTH,UNITED PARCEL SERVICE,2,2,0,1.0
CARDINAL HEALTH,WALGREENS BOOTS ALLIANCE,2,2,0,1.0
CATERPILLAR,CONOCOPHILLIPS,3,3,0,1.0
CATERPILLAR,CSX,2,2,0,1.0
CATERPILLAR,ECOLAB,2,2,0,1.0
CATERPILLAR,EDISON INTERNATIONAL,2,2,0,1.0
CATERPILLAR,ELI LILLY,2,2,0,1.0
CATERPILLAR,HEWLETT PACKARD ENTERPRISE,2,2,0,1.0
CATERPILLAR,HOME DEPOT,2,0,2,1.0
CATERPILLAR,INTERNATIONAL PAPER,2,2,0,1.0
CATERPILLAR,XEROX,2,2,0,1.0
CATERPILLAR,LEIDOS HOLDINGS,2,0,2,1.0
CATERPILLAR,LOCKHEED MARTIN,2,0,2,1.0
CATERPILLAR,NORTHROP GRUMMAN,2,0,2,1.0
CATERPILLAR,NORTHWESTERN MUTUAL,2,0,2,1.0
CATERPILLAR,PRINCIPAL FINANCIAL,2,0,2,1.0
CATERPILLAR,PRUDENTIAL FINANCIAL,2,0,2,1.0
CATERPILLAR,RAYTHEON,3,0,3,1.0
CATERPILLAR,ROCKWELL COLLINS,2,2,0,1.0
CATERPILLAR,UNITED PARCEL SERVICE,2,2,0,1.0
CALPINE,MUTUAL OF OMAHA INSURANCE,2,0,2,1.0
CALPINE,LOCKHEED MARTIN,3,0,3,1.0
CALPINE,HALLIBURTON,2,0,2,1.0
CALPINE,EXELON,3,0,3,1.0
BOEING,DEERE,2,2,0,1.0
BOEING,DUPONT DE NEMOURS,4,4,0,1.0
BOEING,EXELON,2,2,0,1.0
BOEING,FACEBOOK,2,2,0,1.0
BOEING,FEDEX,3,3,0,1.0
BOEING,GENERAL MOTORS,3,3,0,1.0
BOEING,HCA HEALTHCARE,2,2,0,1.0
BOEING,HOME DEPOT,2,2,0,1.0
BOEING,HONEYWELL INTERNATIONAL,6,6,0,1.0
BOEING,HUMANA,4,4,0,1.0
BOEING,INTERNATIONAL PAPER,4,4,0,1.0
BOEING,LINCOLN NATIONAL,2,2,0,1.0
BOEING,MERCK,2,2,0,1.0
BOEING,MICRON TECHNOLOGY,2,2,0,1.0
BOEING,MICROSOFT,3,0,3,1.0
BOEING,MOTOROLA SOLUTIONS,2,2,0,1.0
BOEING,MUTUAL OF OMAHA INSURANCE,2,2,0,1.0
BOEING,NIKE,2,2,0,1.0
BOEING,OMNICOM GROUP,2,2,0,1.0
BOEING,ORACLE,2,0,2,1.0
BOEING,PEABODY ENERGY,2,2,0,1.0
BOEING,CVS HEALTH,2,2,0,1.0
BOEING,CORNING,2,2,0,1.0
BOEING,CONOCOPHILLIPS,3,3,0,1.0
BLACKSTONE GROUP,CAPITAL ONE FINANCIAL,2,2,0,1.0
BLACKROCK,CHARLES SCHWAB,2,0,2,1.0
BLACKROCK,FORD,2,0,2,1.0
BLACKROCK,HARTFORD FINANCIAL SERVICES,2,0,2,1.0
BLACKROCK,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,0,2,1.0
BLACKROCK,NEW YORK LIFE INSURANCE,2,0,2,1.0
BLACKROCK,NORTHWESTERN MUTUAL,2,0,2,1.0
BLACKROCK,PRUDENTIAL FINANCIAL,3,0,3,1.0
BLACKROCK,TIAA,3,0,3,1.0
BLACKROCK,UNITED TECHNOLOGIES,2,0,2,1.0
BLACKSTONE GROUP,CHEVRON,2,0,2,1.0
BOEING,COCA-COLA,2,2,0,1.0
BLACKSTONE GROUP,CVS HEALTH,2,0,2,1.0
BLACKSTONE GROUP,JOHNSON & JOHNSON,3,0,3,1.0
BLACKSTONE GROUP,LOEWS,2,2,0,1.0
BLACKSTONE GROUP,PFIZER,2,0,2,1.0
BLACKSTONE GROUP,TRAVELERS,2,0,2,1.0
BLACKSTONE GROUP,WALT DISNEY,2,2,0,1.0
BOEING,CHESAPEAKE ENERGY,2,2,0,1.0
BOEING,CHEVRON,2,2,0,1.0
BOEING,CISCO SYSTEMS,2,2,0,1.0
BOEING,PEPSICO,2,2,0,1.0
BOEING,PPL,3,3,0,1.0
BOEING,ROCKWELL COLLINS,5,5,0,1.0
BRISTOL-MYERS SQUIBB,NORTHROP GRUMMAN,3,0,3,1.0
BRISTOL-MYERS SQUIBB,ELI LILLY,4,4,0,1.0
BRISTOL-MYERS SQUIBB,EXXONMOBIL,2,0,2,1.0
BRISTOL-MYERS SQUIBB,HEWLETT PACKARD ENTERPRISE,2,0,2,1.0
BRISTOL-MYERS SQUIBB,IBM,3,0,3,1.0
BRISTOL-MYERS SQUIBB,INTEL,3,0,3,1.0
BRISTOL-MYERS SQUIBB,JPMORGAN CHASE & CO.,2,0,2,1.0
BRISTOL-MYERS SQUIBB,LOCKHEED MARTIN,2,0,2,1.0
BRISTOL-MYERS SQUIBB,MCKESSON,3,3,0,1.0
BRISTOL-MYERS SQUIBB,MICROSOFT,3,0,3,1.0
BRISTOL-MYERS SQUIBB,ORACLE,2,0,2,1.0
BOSTON SCIENTIFIC,ZIMMER BIOMET HOLDINGS,2,2,0,1.0
BRISTOL-MYERS SQUIBB,RAYTHEON,3,0,3,1.0
BRISTOL-MYERS SQUIBB,TEXAS INSTRUMENTS,2,0,2,1.0
BRISTOL-MYERS SQUIBB,UNITED TECHNOLOGIES,2,0,2,1.0
BRISTOL-MYERS SQUIBB,VERIZON,2,0,2,1.0
CALPINE,CHARLES SCHWAB,2,0,2,1.0
CALPINE,CHESAPEAKE ENERGY,2,2,0,1.0
CALPINE,CITIGROUP,2,0,2,1.0
CALPINE,CMS ENERGY,2,0,2,1.0
CALPINE,EDISON INTERNATIONAL,3,0,3,1.0
BRISTOL-MYERS SQUIBB,EBAY,2,0,2,1.0
BOSTON SCIENTIFIC,VERIZON,2,2,0,1.0
BOEING,SOUTHWEST AIRLINES,2,2,0,1.0
BOSTON SCIENTIFIC,ECOLAB,2,2,0,1.0
BOEING,TEXTRON,2,2,0,1.0
BOEING,TIAA,2,0,2,1.0
BOEING,UNITED PARCEL SERVICE,2,2,0,1.0
BOEING,USAA,2,2,0,1.0
BOEING,VERIZON,3,3,0,1.0
BOEING,XEROX,2,2,0,1.0
BOSTON SCIENTIFIC,CISCO SYSTEMS,2,2,0,1.0
BOSTON SCIENTIFIC,DUKE ENERGY,2,0,2,1.0
BOSTON SCIENTIFIC,DUPONT DE NEMOURS,3,3,0,1.0
BOSTON SCIENTIFIC,GILEAD SCIENCES,2,2,0,1.0
BOSTON SCIENTIFIC,STRYKER,2,2,0,1.0
BOSTON SCIENTIFIC,HARTFORD FINANCIAL SERVICES,2,2,0,1.0
BOSTON SCIENTIFIC,LAND O'LAKES,2,0,2,1.0
BOSTON SCIENTIFIC,MOTOROLA SOLUTIONS,2,2,0,1.0
BOSTON SCIENTIFIC,NATIONWIDE,2,0,2,1.0
BOSTON SCIENTIFIC,NIKE,2,2,0,1.0
BOSTON SCIENTIFIC,PEPSICO,2,2,0,1.0
BOSTON SCIENTIFIC,PROCTER & GAMBLE,2,0,2,1.0
BOSTON SCIENTIFIC,ROCKWELL COLLINS,2,2,0,1.0
BOSTON SCIENTIFIC,SALESFORCE,3,3,0,1.0
CENTERPOINT ENERGY,FIRSTENERGY,4,0,4,1.0
CENTERPOINT ENERGY,GENERAL ELECTRIC,2,0,2,1.0
COMCAST,LOEWS,2,2,0,1.0
CMS ENERGY,GENERAL ELECTRIC,3,3,0,1.0
CITIGROUP,ORACLE,2,0,2,1.0
CITIGROUP,PNC FINANCIAL SERVICES,2,2,0,1.0
CITIGROUP,PRINCIPAL FINANCIAL,3,0,3,1.0
CITIGROUP,S&P GLOBAL,2,2,0,1.0
CITIGROUP,VERIZON,2,0,2,1.0
CITIGROUP,XCEL ENERGY,2,0,2,1.0
CITIZENS FINANCIAL GROUP,CONSTELLATION BRANDS,2,0,2,1.0
CITIZENS FINANCIAL GROUP,MASTERCARD,2,0,2,1.0
CITIZENS FINANCIAL GROUP,S&P GLOBAL,2,2,0,1.0
CITIZENS FINANCIAL GROUP,WELLS FARGO,4,0,4,1.0
CMS ENERGY,CONOCOPHILLIPS,5,5,0,1.0
CMS ENERGY,CONSOLIDATED EDISON,5,5,0,1.0
CMS ENERGY,CUMMINS,3,3,0,1.0
CMS ENERGY,DEERE,2,2,0,1.0
CMS ENERGY,DTE ENERGY,5,5,0,1.0
CMS ENERGY,DUPONT DE NEMOURS,3,3,0,1.0
CMS ENERGY,DXC TECHNOLOGY,2,2,0,1.0
CMS ENERGY,EDISON INTERNATIONAL,3,3,0,1.0
CMS ENERGY,ENTERGY,5,5,0,1.0
CMS ENERGY,EXELON,2,2,0,1.0
CMS ENERGY,FEDEX,2,2,0,1.0
CITIGROUP,NORTHROP GRUMMAN,2,0,2,1.0
CITIGROUP,NORTHERN TRUST,3,3,0,1.0
CITIGROUP,NATIONWIDE,2,0,2,1.0
CISCO SYSTEMS,UNITED PARCEL SERVICE,2,0,2,1.0
CISCO SYSTEMS,HOME DEPOT,2,2,0,1.0
CISCO SYSTEMS,IBM,6,0,6,1.0
CISCO SYSTEMS,JPMORGAN CHASE & CO.,2,2,0,1.0
CISCO SYSTEMS,LINCOLN NATIONAL,2,2,0,1.0
CISCO SYSTEMS,LOCKHEED MARTIN,3,0,3,1.0
CISCO SYSTEMS,MARRIOTT INTERNATIONAL,3,3,0,1.0
CISCO SYSTEMS,MICROSOFT,5,0,5,1.0
CISCO SYSTEMS,PPL,2,0,2,1.0
CISCO SYSTEMS,TEXAS INSTRUMENTS,5,0,5,1.0
CISCO SYSTEMS,VISA,4,0,4,1.0
CITIGROUP,MICROSOFT,3,0,3,1.0
CITIGROUP,CITIZENS FINANCIAL GROUP,3,3,0,1.0
CITIGROUP,DELL TECHNOLOGIES,2,0,2,1.0
CITIGROUP,DISCOVER FINANCIAL SERVICES,2,0,2,1.0
CITIGROUP,DOMINION ENERGY,3,3,0,1.0
CITIGROUP,EXELON,2,2,0,1.0
CITIGROUP,FEDEX,2,2,0,1.0
CITIGROUP,FIFTH THIRD BANCORP,3,3,0,1.0
CITIGROUP,GENERAL ELECTRIC,2,0,2,1.0
CITIGROUP,GENERAL MOTORS,2,0,2,1.0
CMS ENERGY,FIRSTENERGY,5,5,0,1.0
CMS ENERGY,GENERAL MOTORS,3,3,0,1.0
CENTERPOINT ENERGY,HONEYWELL INTERNATIONAL,3,0,3,1.0
CMS ENERGY,HOME DEPOT,2,2,0,1.0
COCA-COLA,INTERNATIONAL PAPER,2,0,2,1.0
COCA-COLA,JOHNSON & JOHNSON,2,0,2,1.0
COCA-COLA,KIMBERLY-CLARK,2,0,2,1.0
COCA-COLA,KROGER,2,2,0,1.0
COCA-COLA,LINCOLN NATIONAL,3,3,0,1.0
COCA-COLA,NORFOLK SOUTHERN,2,0,2,1.0
COCA-COLA,NUCOR,3,0,3,1.0
COCA-COLA,PHILLIPS 66,3,0,3,1.0
COCA-COLA,RITE AID,2,2,0,1.0
COCA-COLA,SYNCHRONY FINANCIAL,2,2,0,1.0
COCA-COLA,UNITED PARCEL SERVICE,2,2,0,1.0
COCA-COLA,VERIZON,2,0,2,1.0
COGNIZANT TECHNOLOGY SOLUTIONS,GENERAL DYNAMICS,2,0,2,1.0
COGNIZANT TECHNOLOGY SOLUTIONS,HEWLETT PACKARD ENTERPRISE,2,2,0,1.0
COGNIZANT TECHNOLOGY SOLUTIONS,INTUIT,2,2,0,1.0
COGNIZANT TECHNOLOGY SOLUTIONS,RAYTHEON,2,0,2,1.0
COMCAST,CORNING,2,2,0,1.0
COMCAST,DISH NETWORK,2,2,0,1.0
COMCAST,DXC TECHNOLOGY,2,2,0,1.0
COMCAST,FISERV,2,2,0,1.0
COMCAST,GENERAL ELECTRIC,2,0,2,1.0
COCA-COLA,ILLINOIS TOOL WORKS,2,0,2,1.0
COCA-COLA,HONEYWELL INTERNATIONAL,2,2,0,1.0
COCA-COLA,EXXONMOBIL,4,0,4,1.0
CMS ENERGY,PEABODY ENERGY,2,2,0,1.0
CMS ENERGY,HONEYWELL INTERNATIONAL,2,2,0,1.0
CMS ENERGY,IBM,3,3,0,1.0
CMS ENERGY,L3HARRIS TECHNOLOGIES,2,2,0,1.0
CMS ENERGY,LAND O'LAKES,2,2,0,1.0
CMS ENERGY,LINCOLN NATIONAL,2,2,0,1.0
CMS ENERGY,MICROSOFT,2,0,2,1.0
CMS ENERGY,NORTHERN TRUST,2,2,0,1.0
CMS ENERGY,OCCIDENTAL PETROLEUM,3,3,0,1.0
CMS ENERGY,ORACLE,2,2,0,1.0
CMS ENERGY,PPG INDUSTRIES,2,2,0,1.0
COCA-COLA,ELI LILLY,3,3,0,1.0
CMS ENERGY,PPL,6,6,0,1.0
CMS ENERGY,PROCTER & GAMBLE,2,2,0,1.0
CMS ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,4,4,0,1.0
CMS ENERGY,QUALCOMM,2,2,0,1.0
CMS ENERGY,SOUTHERN,3,3,0,1.0
CMS ENERGY,SYNCHRONY FINANCIAL,2,2,0,1.0
CMS ENERGY,YUM BRANDS,2,2,0,1.0
COCA-COLA,CONOCOPHILLIPS,2,0,2,1.0
COCA-COLA,DEAN FOODS,2,2,0,1.0
CISCO SYSTEMS,GENERAL DYNAMICS,2,0,2,1.0
CISCO SYSTEMS,FISERV,2,2,0,1.0
CISCO SYSTEMS,DXC TECHNOLOGY,2,0,2,1.0
CISCO SYSTEMS,DUPONT DE NEMOURS,3,0,3,1.0
CHARLES SCHWAB,NORTHWESTERN MUTUAL,3,0,3,1.0
CHARLES SCHWAB,PNC FINANCIAL SERVICES,2,0,2,1.0
CHARLES SCHWAB,PPL,2,2,0,1.0
CHARLES SCHWAB,PRUDENTIAL FINANCIAL,2,0,2,1.0
CHARLES SCHWAB,PUBLIC SERVICE ENTERPRISE GROUP,2,2,0,1.0
CHARLES SCHWAB,SOUTHERN,2,2,0,1.0
CHARLES SCHWAB,STATE FARM INSURANCE,3,3,0,1.0
CHARLES SCHWAB,TARGET,2,0,2,1.0
CHARLES SCHWAB,VERIZON,2,0,2,1.0
CHARLES SCHWAB,WINDSTREAM HOLDINGS,2,2,0,1.0
CHARTER COMMUNICATIONS,CONSOLIDATED EDISON,2,2,0,1.0
CHARTER COMMUNICATIONS,DUKE ENERGY,2,2,0,1.0
CHARTER COMMUNICATIONS,EBAY,2,0,2,1.0
CHARTER COMMUNICATIONS,FACEBOOK,3,3,0,1.0
CHARTER COMMUNICATIONS,FOX CORP,2,0,2,1.0
CHARTER COMMUNICATIONS,GENERAL MOTORS,2,2,0,1.0
CHARTER COMMUNICATIONS,HOME DEPOT,2,2,0,1.0
CHARTER COMMUNICATIONS,HONEYWELL INTERNATIONAL,2,2,0,1.0
CHARTER COMMUNICATIONS,IBM,2,0,2,1.0
CHARTER COMMUNICATIONS,LUMEN TECHNOLOGIES,2,2,0,1.0
CHARTER COMMUNICATIONS,METLIFE,2,0,2,1.0
CHARLES SCHWAB,NORTHROP GRUMMAN,2,2,0,1.0
CHARLES SCHWAB,NEXTERA ENERGY,2,2,0,1.0
CHARLES SCHWAB,NATIONWIDE,3,0,3,1.0
CENTERPOINT ENERGY,UNION PACIFIC,3,0,3,1.0
CENTERPOINT ENERGY,INTERNATIONAL PAPER,2,0,2,1.0
CENTERPOINT ENERGY,JPMORGAN CHASE & CO.,2,0,2,1.0
CENTERPOINT ENERGY,MOTOROLA SOLUTIONS,2,0,2,1.0
CENTERPOINT ENERGY,OCCIDENTAL PETROLEUM,2,0,2,1.0
CENTERPOINT ENERGY,ONEOK,2,2,0,1.0
CENTERPOINT ENERGY,ORACLE,2,2,0,1.0
CENTERPOINT ENERGY,PHILLIPS 66,2,0,2,1.0
CENTERPOINT ENERGY,PPL,3,0,3,1.0
CENTERPOINT ENERGY,SOUTHWEST AIRLINES,2,0,2,1.0
CENTERPOINT ENERGY,UNITED TECHNOLOGIES,2,2,0,1.0
CHARLES SCHWAB,MUTUAL OF OMAHA INSURANCE,2,2,0,1.0
CENTERPOINT ENERGY,VERIZON,2,0,2,1.0
CENTERPOINT ENERGY,WEC ENERGY GROUP,2,2,0,1.0
CENTERPOINT ENERGY,WEYERHAEUSER,2,0,2,1.0
CENTERPOINT ENERGY,XCEL ENERGY,4,0,4,1.0
CHARLES SCHWAB,CONSOLIDATED EDISON,3,3,0,1.0
CHARLES SCHWAB,FEDEX,2,2,0,1.0
CHARLES SCHWAB,KEYCORP,2,0,2,1.0
CHARLES SCHWAB,LINCOLN NATIONAL,4,0,4,1.0
CHARLES SCHWAB,LOEWS,2,2,0,1.0
CHARTER COMMUNICATIONS,QUALCOMM,2,2,0,1.0
CHARTER COMMUNICATIONS,VERIZON,3,0,3,1.0
CHARTER COMMUNICATIONS,VISA,2,0,2,1.0
CIGNA,DAVITA,2,0,2,1.0
CHEVRON,PG&E,3,0,3,1.0
CHEVRON,PPG INDUSTRIES,2,2,0,1.0
CHEVRON,UNITED PARCEL SERVICE,2,2,0,1.0
CHS,ELI LILLY,2,2,0,1.0
CHS,GENERAL ELECTRIC,2,0,2,1.0
CHS,KELLOGG,2,2,0,1.0
CHS,MARATHON PETROLEUM,2,0,2,1.0
CHS,PEABODY ENERGY,2,0,2,1.0
CHS,SYSCO,2,0,2,1.0
CIGNA,ENTERGY,2,2,0,1.0
CHEVRON,MARATHON OIL,2,2,0,1.0
CIGNA,GILEAD SCIENCES,3,3,0,1.0
CIGNA,PPL,2,2,0,1.0
CIGNA,RITE AID,3,3,0,1.0
CIGNA,TENET HEALTHCARE,2,2,0,1.0
CIGNA,UNITED HEALTH GROUP,2,2,0,1.0
CIGNA,USAA,2,2,0,1.0
CISCO SYSTEMS,COGNIZANT TECHNOLOGY SOLUTIONS,3,0,3,1.0
CISCO SYSTEMS,COMCAST,2,0,2,1.0
CISCO SYSTEMS,DELL TECHNOLOGIES,3,3,0,1.0
CHEVRON,PEABODY ENERGY,2,2,0,1.0
CHEVRON,LOEWS,2,2,0,1.0
CHARTER COMMUNICATIONS,XEROX,2,2,0,1.0
CHESAPEAKE ENERGY,OLIN,2,2,0,1.0
CHEMOURS,CONOCOPHILLIPS,2,0,2,1.0
CHESAPEAKE ENERGY,DELTA AIR LINES,2,0,2,1.0
CHESAPEAKE ENERGY,FEDEX,2,0,2,1.0
CHESAPEAKE ENERGY,FIRSTENERGY,2,0,2,1.0
CHESAPEAKE ENERGY,GENERAL ELECTRIC,2,2,0,1.0
CHESAPEAKE ENERGY,HOLLYFRONTIER,2,2,0,1.0
CHESAPEAKE ENERGY,LOEWS,2,2,0,1.0
CHESAPEAKE ENERGY,MARATHON OIL,2,0,2,1.0
CHESAPEAKE ENERGY,MUTUAL OF OMAHA INSURANCE,2,0,2,1.0
CHESAPEAKE ENERGY,PRINCIPAL FINANCIAL,2,0,2,1.0
CHEVRON,HUMANA,2,2,0,1.0
CHESAPEAKE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,2,0,2,1.0
CHESAPEAKE ENERGY,XCEL ENERGY,2,0,2,1.0
CHEVRON,CONSOLIDATED EDISON,2,2,0,1.0
CHEVRON,DELTA AIR LINES,2,0,2,1.0
CHEVRON,DTE ENERGY,2,0,2,1.0
CHEVRON,DUKE ENERGY,2,0,2,1.0
CHEVRON,FIRSTENERGY,2,0,2,1.0
CHEVRON,GENERAL ELECTRIC,2,2,0,1.0
CHEVRON,HONEYWELL INTERNATIONAL,2,2,0,1.0
ENTERGY,WEC ENERGY GROUP,2,2,0,1.0
ENTERGY,WEYERHAEUSER,2,0,2,1.0
ENTERGY,XCEL ENERGY,7,0,7,1.0
METLIFE,PEABODY ENERGY,2,2,0,1.0
MASSACHUSETTS MUTUAL LIFE INSURANCE,NORTHWESTERN MUTUAL,4,0,4,1.0
MASSACHUSETTS MUTUAL LIFE INSURANCE,STATE FARM INSURANCE,3,0,3,1.0
MASSACHUSETTS MUTUAL LIFE INSURANCE,UNITED AIRLINES HOLDINGS,2,0,2,1.0
MASSACHUSETTS MUTUAL LIFE INSURANCE,WELLS FARGO,2,0,2,1.0
MASTERCARD,MICROSOFT,2,0,2,1.0
MASTERCARD,ORACLE,2,0,2,1.0
MCDONALD'S,XEROX,2,0,2,1.0
MCDONALD'S,YUM BRANDS,2,0,2,1.0
MCKESSON,MERCK,3,0,3,1.0
MCKESSON,RITE AID,2,0,2,1.0
MCKESSON,TENET HEALTHCARE,2,2,0,1.0
MCKESSON,WALGREENS BOOTS ALLIANCE,2,0,2,1.0
MERCK,MUTUAL OF OMAHA INSURANCE,2,2,0,1.0
MERCK,NORTHROP GRUMMAN,2,0,2,1.0
MERCK,ORACLE,2,0,2,1.0
MERCK,PUBLIC SERVICE ENTERPRISE GROUP,2,0,2,1.0
MERCK,RAYTHEON,2,0,2,1.0
MERCK,TEXAS INSTRUMENTS,3,0,3,1.0
MERCK,THERMO FISHER SCIENTIFIC,3,0,3,1.0
MERCK,VERIZON,2,0,2,1.0
METLIFE,NATIONWIDE,3,0,3,1.0
MARSH & MCLENNAN,USAA,2,0,2,1.0
MARSH & MCLENNAN,PRINCIPAL FINANCIAL,2,0,2,1.0
MARRIOTT INTERNATIONAL,VERIZON,2,0,2,1.0
M&T BANK CORP.,REGIONS FINANCIAL,2,0,2,1.0
LOEWS,WEC ENERGY GROUP,2,2,0,1.0
LOEWS,WILLIAMS,2,0,2,1.0
LOEWS,XCEL ENERGY,3,0,3,1.0
LOWE'S,MARATHON OIL,2,0,2,1.0
LOWE'S,YUM BRANDS,2,0,2,1.0
LUMEN TECHNOLOGIES,NORTHROP GRUMMAN,2,0,2,1.0
LUMEN TECHNOLOGIES,VERIZON,2,0,2,1.0
LUMEN TECHNOLOGIES,WALT DISNEY,2,2,0,1.0
M&T BANK CORP.,PNC FINANCIAL SERVICES,2,0,2,1.0
M&T BANK CORP.,SUNTRUST BANKS,2,0,2,1.0
MARRIOTT INTERNATIONAL,ORACLE,3,0,3,1.0
MARATHON OIL,PEABODY ENERGY,2,2,0,1.0
MARATHON OIL,SEMPRA ENERGY,2,2,0,1.0
MARATHON PETROLEUM,ORACLE,2,0,2,1.0
MARATHON PETROLEUM,PEABODY ENERGY,2,0,2,1.0
MARATHON PETROLEUM,PG&E,2,0,2,1.0
MARATHON PETROLEUM,PHILLIPS 66,3,0,3,1.0
MARATHON PETROLEUM,PUBLIC SERVICE ENTERPRISE GROUP,2,0,2,1.0
MARRIOTT INTERNATIONAL,MICROSOFT,2,0,2,1.0
MARRIOTT INTERNATIONAL,NORTHROP GRUMMAN,2,0,2,1.0
METLIFE,NORTHWESTERN MUTUAL,4,0,4,1.0
METLIFE,PPL,2,0,2,1.0
NEWS CORP.,WALT DISNEY,2,2,0,1.0
METLIFE,TEXAS INSTRUMENTS,2,2,0,1.0
MOTOROLA SOLUTIONS,TEXTRON,2,0,2,1.0
MUTUAL OF OMAHA INSURANCE,NEW YORK LIFE INSURANCE,5,0,5,1.0
MUTUAL OF OMAHA INSURANCE,NORTHWESTERN MUTUAL,5,0,5,1.0
MUTUAL OF OMAHA INSURANCE,OCCIDENTAL PETROLEUM,2,0,2,1.0
MUTUAL OF OMAHA INSURANCE,PRINCIPAL FINANCIAL,7,0,7,1.0
MUTUAL OF OMAHA INSURANCE,UNITED TECHNOLOGIES,2,2,0,1.0
MUTUAL OF OMAHA INSURANCE,WELLS FARGO,2,2,0,1.0
MUTUAL OF OMAHA INSURANCE,WINDSTREAM HOLDINGS,2,0,2,1.0
NATIONWIDE,PG&E,3,3,0,1.0
NATIONWIDE,PPL,3,3,0,1.0
NATIONWIDE,PRUDENTIAL FINANCIAL,2,2,0,1.0
NATIONWIDE,ROCKWELL COLLINS,2,2,0,1.0
NATIONWIDE,UNUM GROUP,2,2,0,1.0
NAVIENT,PRUDENTIAL FINANCIAL,2,0,2,1.0
NAVIENT,RYDER SYSTEM,2,2,0,1.0
NCR,RAYTHEON,2,0,2,1.0
NCR,UNITED PARCEL SERVICE,2,0,2,1.0
NEW YORK LIFE INSURANCE,NORTHERN TRUST,3,3,0,1.0
NEW YORK LIFE INSURANCE,PRINCIPAL FINANCIAL,2,0,2,1.0
NEW YORK LIFE INSURANCE,UNITED TECHNOLOGIES,2,2,0,1.0
NEW YORK LIFE INSURANCE,VISA,2,0,2,1.0
MOTOROLA SOLUTIONS,TEXAS INSTRUMENTS,2,0,2,1.0
MOTOROLA SOLUTIONS,SOUTHWEST AIRLINES,2,0,2,1.0
MOTOROLA SOLUTIONS,RAYTHEON,2,0,2,1.0
MICROSOFT,NIKE,2,2,0,1.0
METLIFE,TRAVELERS,3,3,0,1.0
MICRON TECHNOLOGY,NORTHROP GRUMMAN,2,0,2,1.0
MICRON TECHNOLOGY,STATE FARM INSURANCE,2,0,2,1.0
MICRON TECHNOLOGY,TARGET,2,2,0,1.0
MICRON TECHNOLOGY,TEXAS INSTRUMENTS,4,0,4,1.0
MICRON TECHNOLOGY,VERIZON,2,0,2,1.0
MICRON TECHNOLOGY,WESTROCK,2,0,2,1.0
MICROSOFT,MOTOROLA SOLUTIONS,2,2,0,1.0
MICROSOFT,NATIONWIDE,2,0,2,1.0
MICROSOFT,PPG INDUSTRIES,2,2,0,1.0
MOTOROLA SOLUTIONS,ORACLE,3,0,3,1.0
MICROSOFT,PRINCIPAL FINANCIAL,3,3,0,1.0
MICROSOFT,PUBLIC SERVICE ENTERPRISE GROUP,2,2,0,1.0
MICROSOFT,ROCKWELL COLLINS,3,3,0,1.0
MICROSOFT,SALESFORCE,3,3,0,1.0
MICROSOFT,SEMPRA ENERGY,2,2,0,1.0
MICROSOFT,SOUTHERN,2,2,0,1.0
MICROSOFT,STATE FARM INSURANCE,2,2,0,1.0
MICROSOFT,SYNCHRONY FINANCIAL,3,3,0,1.0
MICROSOFT,TEXTRON,2,2,0,1.0
LOEWS,USAA,2,0,2,1.0
LOEWS,UNION PACIFIC,2,0,2,1.0
LOEWS,STATE FARM INSURANCE,2,0,2,1.0
LOEWS,QUALCOMM,2,0,2,1.0
L3HARRIS TECHNOLOGIES,LOCKHEED MARTIN,4,0,4,1.0
L3HARRIS TECHNOLOGIES,NEXTERA ENERGY,2,0,2,1.0
L3HARRIS TECHNOLOGIES,PPL,2,0,2,1.0
L3HARRIS TECHNOLOGIES,RAYTHEON,3,0,3,1.0
L3HARRIS TECHNOLOGIES,USAA,2,0,2,1.0
LAND O'LAKES,LOCKHEED MARTIN,2,0,2,1.0
LAND O'LAKES,NATIONWIDE,2,0,2,1.0
LAND O'LAKES,NORFOLK SOUTHERN,2,0,2,1.0
LAND O'LAKES,PUBLIX SUPER MARKETS,2,2,0,1.0
