source,target,n_sessions,n_leads,n_follows,consistency
NORFOLK SOUTHERN,OCCIDENTAL PETROLEUM,2,1,1,0.5
BOEING,UNITED AIRLINES HOLDINGS,2,1,1,0.5
ABBVIE,CARDINAL HEALTH,2,1,1,0.5
CALPINE,OMNICOM GROUP,2,1,1,0.5
AK STEEL HOLDING,AMEREN,2,1,1,0.5
BOEING,TEXAS INSTRUMENTS,4,2,2,0.5
CALPINE,ORACLE,2,1,1,0.5
LINCOLN NATIONAL,RITE AID,2,1,1,0.5
LINCOLN NATIONAL,SEMPRA ENERGY,2,1,1,0.5
BEST BUY,CAPITAL ONE FINANCIAL,2,1,1,0.5
CALPINE,NEXTERA ENERGY,4,2,2,0.5
NORFOLK SOUTHERN,VISA,2,1,1,0.5
LINCOLN NATIONAL,UNITED TECHNOLOGIES,2,1,1,0.5
NORFOLK SOUTHERN,USAA,2,1,1,0.5
NORFOLK SOUTHERN,UNITED TECHNOLOGIES,2,1,1,0.5
NORFOLK SOUTHERN,UNITED STATES STEEL,2,1,1,0.5
ABBVIE,JOHNSON & JOHNSON,4,2,2,0.5
BOEING,WELLS FARGO,2,1,1,0.5
NORFOLK SOUTHERN,SOUTHERN,4,2,2,0.5
ABBVIE,MERCK,4,2,2,0.5
ABBVIE,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
CALPINE,GENERAL ELECTRIC,2,1,1,0.5
BEST BUY,BOSTON SCIENTIFIC,2,1,1,0.5
AIG,RITE AID,2,1,1,0.5
INTEL,QUALCOMM,6,3,3,0.5
CMS ENERGY,LOCKHEED MARTIN,4,2,2,0.5
INTEL,PRUDENTIAL FINANCIAL,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,FIFTH THIRD BANCORP,2,1,1,0.5
DUKE ENERGY,MICROSOFT,2,1,1,0.5
DUKE ENERGY,METLIFE,2,1,1,0.5
DUKE ENERGY,MARATHON PETROLEUM,2,1,1,0.5
CHEVRON,EVERSOURCE ENERGY,2,1,1,0.5
CHEVRON,EXELON,2,1,1,0.5
DUKE ENERGY,LAND O'LAKES,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,BANK OF AMERICA,2,1,1,0.5
CHEVRON,FORD,2,1,1,0.5
CHEVRON,GENERAL DYNAMICS,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,CITIGROUP,2,1,1,0.5
DUKE ENERGY,FORD,2,1,1,0.5
CHEVRON,HOLLYFRONTIER,2,1,1,0.5
CHEVRON,MARATHON PETROLEUM,2,1,1,0.5
BALL,PPL,2,1,1,0.5
CHEVRON,NEXTERA ENERGY,2,1,1,0.5
DTE ENERGY,WILLIAMS,2,1,1,0.5
DTE ENERGY,WEYERHAEUSER,2,1,1,0.5
CHEVRON,PHILLIPS 66,4,2,2,0.5
AMERICAN FAMILY INSURANCE GROUP,INTEL,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,KROGER,2,1,1,0.5
CHEVRON,SEMPRA ENERGY,4,2,2,0.5
CHEVRON,UNITED STATES STEEL,2,1,1,0.5
CHEVRON,WESTROCK,2,1,1,0.5
DTE ENERGY,ORACLE,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
DTE ENERGY,NEXTERA ENERGY,4,2,2,0.5
DUKE ENERGY,NATIONWIDE,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,AMERIPRISE FINANCIAL,2,1,1,0.5
CHEVRON,ENTERGY,2,1,1,0.5
AMERICAN EXPRESS,VISA,2,1,1,0.5
BANK OF AMERICA,BLACKROCK,2,1,1,0.5
CHESAPEAKE ENERGY,OCCIDENTAL PETROLEUM,2,1,1,0.5
CHESAPEAKE ENERGY,PEABODY ENERGY,2,1,1,0.5
DUPONT DE NEMOURS,LAND O'LAKES,2,1,1,0.5
DUPONT DE NEMOURS,JOHNSON & JOHNSON,2,1,1,0.5
DUPONT DE NEMOURS,HONEYWELL INTERNATIONAL,4,2,2,0.5
DUPONT DE NEMOURS,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
BANK OF AMERICA,BERKSHIRE HATHAWAY,2,1,1,0.5
CHESAPEAKE ENERGY,RYDER SYSTEM,2,1,1,0.5
DUPONT DE NEMOURS,FORD,2,1,1,0.5
CHESAPEAKE ENERGY,SEMPRA ENERGY,4,2,2,0.5
CHESAPEAKE ENERGY,USAA,2,1,1,0.5
DUPONT DE NEMOURS,FEDEX,2,1,1,0.5
AMERICAN EXPRESS,NORTHERN TRUST,2,1,1,0.5
DUPONT DE NEMOURS,ELI LILLY,2,1,1,0.5
BALL,YUM BRANDS,2,1,1,0.5
DUKE ENERGY,VISA,2,1,1,0.5
AMERICAN EXPRESS,PROCTER & GAMBLE,2,1,1,0.5
BALL,XEROX,2,1,1,0.5
AMERICAN EXPRESS,REGIONS FINANCIAL,2,1,1,0.5
AMERICAN EXPRESS,STATE FARM INSURANCE,4,2,2,0.5
DUKE ENERGY,RAYTHEON,2,1,1,0.5
AMERICAN EXPRESS,TARGET,2,1,1,0.5
BALL,WESTROCK,2,1,1,0.5
AMERICAN EXPRESS,USAA,2,1,1,0.5
DTE ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,NEW YORK LIFE INSURANCE,2,1,1,0.5
DUPONT DE NEMOURS,NIKE,2,1,1,0.5
DELTA AIR LINES,RAYTHEON,4,2,2,0.5
AMERIPRISE FINANCIAL,CHARLES SCHWAB,4,2,2,0.5
CIGNA,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
DISCOVER FINANCIAL SERVICES,LIBERTY MUTUAL INSURANCE GROUP,2,1,1,0.5
DISCOVER FINANCIAL SERVICES,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
DISCOVER FINANCIAL SERVICES,FORD,2,1,1,0.5
AMERIPRISE FINANCIAL,DEERE,2,1,1,0.5
DELTA AIR LINES,USAA,2,1,1,0.5
AMERIPRISE FINANCIAL,DUPONT DE NEMOURS,2,1,1,0.5
CIGNA,UNITED PARCEL SERVICE,2,1,1,0.5
BALL,JPMORGAN CHASE & CO.,2,1,1,0.5
CIGNA,VERIZON,2,1,1,0.5
DELTA AIR LINES,ROCKWELL COLLINS,4,2,2,0.5
AMERIPRISE FINANCIAL,GENERAL MOTORS,2,1,1,0.5
AMERICAN FAMILY INSURANCE GROUP,NORTHROP GRUMMAN,2,1,1,0.5
DELTA AIR LINES,PEABODY ENERGY,2,1,1,0.5
DELTA AIR LINES,NORTHROP GRUMMAN,4,2,2,0.5
DELTA AIR LINES,NORFOLK SOUTHERN,2,1,1,0.5
DELTA AIR LINES,METLIFE,2,1,1,0.5
DELTA AIR LINES,MARRIOTT INTERNATIONAL,2,1,1,0.5
AMERIPRISE FINANCIAL,INTERNATIONAL PAPER,2,1,1,0.5
DELTA AIR LINES,JPMORGAN CHASE & CO.,2,1,1,0.5
AMERIPRISE FINANCIAL,INTUIT,2,1,1,0.5
CISCO SYSTEMS,CORNING,2,1,1,0.5
DELTA AIR LINES,HCA HEALTHCARE,2,1,1,0.5
DELTA AIR LINES,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
AMERIPRISE FINANCIAL,LOCKHEED MARTIN,2,1,1,0.5
CIGNA,MERCK,2,1,1,0.5
DISH NETWORK,IHEARTMEDIA,2,1,1,0.5
DISH NETWORK,LUMEN TECHNOLOGIES,2,1,1,0.5
DISH NETWORK,QUALCOMM,2,1,1,0.5
CHS,INTERNATIONAL PAPER,2,1,1,0.5
BALL,PG&E,2,1,1,0.5
DTE ENERGY,EDISON INTERNATIONAL,6,3,3,0.5
DOMINION ENERGY,XEROX,2,1,1,0.5
BALL,ORACLE,2,1,1,0.5
CHS,RITE AID,2,1,1,0.5
CIGNA,CVS HEALTH,4,2,2,0.5
AMERICAN FAMILY INSURANCE GROUP,TIAA,4,2,2,0.5
DOMINION ENERGY,ROCKWELL COLLINS,2,1,1,0.5
DOMINION ENERGY,RAYTHEON,2,1,1,0.5
DOMINION ENERGY,PPL,2,1,1,0.5
DOMINION ENERGY,OMNICOM GROUP,2,1,1,0.5
DOMINION ENERGY,NORFOLK SOUTHERN,2,1,1,0.5
DOMINION ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
DOMINION ENERGY,MARATHON PETROLEUM,2,1,1,0.5
DOMINION ENERGY,INTEL,2,1,1,0.5
DOMINION ENERGY,GENERAL ELECTRIC,2,1,1,0.5
DOMINION ENERGY,EXXONMOBIL,4,2,2,0.5
CIGNA,HOME DEPOT,2,1,1,0.5
DOMINION ENERGY,ENTERGY,4,2,2,0.5
CIGNA,LOCKHEED MARTIN,2,1,1,0.5
DOLLAR GENERAL,TARGET,2,1,1,0.5
DOLLAR GENERAL,KROGER,2,1,1,0.5
DOLLAR GENERAL,HOME DEPOT,2,1,1,0.5
AMERIPRISE FINANCIAL,BOEING,2,1,1,0.5
BANK OF AMERICA,BLACKSTONE GROUP,2,1,1,0.5
BANK OF AMERICA,CATERPILLAR,2,1,1,0.5
BALL,INTERNATIONAL PAPER,2,1,1,0.5
EDISON INTERNATIONAL,NORTHROP GRUMMAN,2,1,1,0.5
AMERICAN ELECTRIC POWER,MARATHON PETROLEUM,2,1,1,0.5
CHARTER COMMUNICATIONS,CITIGROUP,2,1,1,0.5
EDISON INTERNATIONAL,ROCKWELL COLLINS,2,1,1,0.5
EDISON INTERNATIONAL,QUALCOMM,2,1,1,0.5
EDISON INTERNATIONAL,PUBLIC SERVICE ENTERPRISE GROUP,4,2,2,0.5
CHARTER COMMUNICATIONS,COMCAST,4,2,2,0.5
EDISON INTERNATIONAL,PEABODY ENERGY,2,1,1,0.5
EDISON INTERNATIONAL,OWENS CORNING,2,1,1,0.5
EDISON INTERNATIONAL,ORACLE,2,1,1,0.5
EDISON INTERNATIONAL,OMNICOM GROUP,2,1,1,0.5
AMERICAN ELECTRIC POWER,MOTOROLA SOLUTIONS,2,1,1,0.5
EDISON INTERNATIONAL,NUCOR,2,1,1,0.5
CHARTER COMMUNICATIONS,DEERE,4,2,2,0.5
ECOLAB,MASCO,2,1,1,0.5
AMERICAN ELECTRIC POWER,NORFOLK SOUTHERN,4,2,2,0.5
EDISON INTERNATIONAL,INTEL,2,1,1,0.5
EDISON INTERNATIONAL,HONEYWELL INTERNATIONAL,2,1,1,0.5
BANK OF AMERICA,EBAY,2,1,1,0.5
BANK OF AMERICA,DUPONT DE NEMOURS,2,1,1,0.5
EDISON INTERNATIONAL,GENERAL ELECTRIC,2,1,1,0.5
EDISON INTERNATIONAL,GENERAL DYNAMICS,2,1,1,0.5
CHARTER COMMUNICATIONS,ENTERGY,2,1,1,0.5
AMERICAN ELECTRIC POWER,PHILLIPS 66,2,1,1,0.5
AMERICAN ELECTRIC POWER,PPG INDUSTRIES,2,1,1,0.5
ECOLAB,RITE AID,2,1,1,0.5
BANK OF AMERICA,DELL TECHNOLOGIES,2,1,1,0.5
CHARTER COMMUNICATIONS,CISCO SYSTEMS,2,1,1,0.5
EDISON INTERNATIONAL,WINDSTREAM HOLDINGS,2,1,1,0.5
EDISON INTERNATIONAL,YUM BRANDS,2,1,1,0.5
AMERICAN ELECTRIC POWER,IBM,2,1,1,0.5
ENTERGY,LINCOLN NATIONAL,2,1,1,0.5
CHARLES SCHWAB,MICROSOFT,2,1,1,0.5
ENTERGY,JPMORGAN CHASE & CO.,2,1,1,0.5
ENTERGY,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
BANK OF AMERICA,IBM,2,1,1,0.5
ENTERGY,FORD,2,1,1,0.5
CHARLES SCHWAB,NORTHERN TRUST,4,2,2,0.5
EMERSON ELECTRIC,XEROX,2,1,1,0.5
EMERSON ELECTRIC,VERIZON,2,1,1,0.5
EMERSON ELECTRIC,PRUDENTIAL FINANCIAL,2,1,1,0.5
CHARLES SCHWAB,ORACLE,2,1,1,0.5
EMERSON ELECTRIC,FORD,2,1,1,0.5
EMERSON ELECTRIC,FACEBOOK,2,1,1,0.5
BANK OF AMERICA,FACEBOOK,2,1,1,0.5
ELI LILLY,YUM BRANDS,2,1,1,0.5
ELI LILLY,XEROX,2,1,1,0.5
ELI LILLY,WINDSTREAM HOLDINGS,2,1,1,0.5
AMERICAN ELECTRIC POWER,EDISON INTERNATIONAL,4,2,2,0.5
CHARLES SCHWAB,TIAA,2,1,1,0.5
CHARLES SCHWAB,U.S. BANCORP,2,1,1,0.5
CHARLES SCHWAB,UNUM GROUP,2,1,1,0.5
AMERICAN ELECTRIC POWER,FLUOR,2,1,1,0.5
BANK OF AMERICA,EXELON,2,1,1,0.5
CHARLES SCHWAB,VISA,2,1,1,0.5
ELI LILLY,HORMEL FOODS,2,1,1,0.5
AMERICAN ELECTRIC POWER,PRUDENTIAL FINANCIAL,2,1,1,0.5
AMERICAN ELECTRIC POWER,QUALCOMM,2,1,1,0.5
DUPONT DE NEMOURS,OCCIDENTAL PETROLEUM,2,1,1,0.5
DUPONT DE NEMOURS,WELLS FARGO,4,2,2,0.5
DXC TECHNOLOGY,OSHKOSH,2,1,1,0.5
BANK OF AMERICA,CISCO SYSTEMS,2,1,1,0.5
CHESAPEAKE ENERGY,CHEVRON,2,1,1,0.5
AMERICAN EXPRESS,DUPONT DE NEMOURS,2,1,1,0.5
CHESAPEAKE ENERGY,CITIGROUP,2,1,1,0.5
DXC TECHNOLOGY,HONEYWELL INTERNATIONAL,2,1,1,0.5
DXC TECHNOLOGY,GOODYEAR TIRE & RUBBER,2,1,1,0.5
AMERICAN EXPRESS,EMERSON ELECTRIC,2,1,1,0.5
DXC TECHNOLOGY,EMCOR GROUP,2,1,1,0.5
CHESAPEAKE ENERGY,DOMINION ENERGY,2,1,1,0.5
CHESAPEAKE ENERGY,EXELON,2,1,1,0.5
AMERICAN EXPRESS,FIFTH THIRD BANCORP,2,1,1,0.5
DUPONT DE NEMOURS,WALT DISNEY,2,1,1,0.5
ECOLAB,FORD,2,1,1,0.5
DUPONT DE NEMOURS,VISA,2,1,1,0.5
DUPONT DE NEMOURS,UNITED AIRLINES HOLDINGS,2,1,1,0.5
AMERICAN EXPRESS,GUARDIAN LIFE INS. CO. OF AMERICA,2,1,1,0.5
AMERICAN EXPRESS,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
DUPONT DE NEMOURS,QUALCOMM,2,1,1,0.5
BANK OF AMERICA,CENTERPOINT ENERGY,2,1,1,0.5
DUPONT DE NEMOURS,PRUDENTIAL FINANCIAL,2,1,1,0.5
AMERICAN EXPRESS,INTEL,2,1,1,0.5
DUPONT DE NEMOURS,PG&E,2,1,1,0.5
DUPONT DE NEMOURS,PFIZER,2,1,1,0.5
DUPONT DE NEMOURS,PEABODY ENERGY,2,1,1,0.5
AMERICAN EXPRESS,INTERNATIONAL PAPER,2,1,1,0.5
DXC TECHNOLOGY,PPL,2,1,1,0.5
DXC TECHNOLOGY,QUALCOMM,2,1,1,0.5
DXC TECHNOLOGY,VERIZON,2,1,1,0.5
CHARTER COMMUNICATIONS,UNION PACIFIC,2,1,1,0.5
BANK OF AMERICA,DEERE,2,1,1,0.5
ECOLAB,ENTERGY,2,1,1,0.5
ECOLAB,ELI LILLY,2,1,1,0.5
EBAY,UNUM GROUP,2,1,1,0.5
AMERICAN ELECTRIC POWER,THERMO FISHER SCIENTIFIC,2,1,1,0.5
EBAY,QUALCOMM,2,1,1,0.5
AMERICAN ELECTRIC POWER,UNION PACIFIC,2,1,1,0.5
AMERICAN ELECTRIC POWER,UNITED AIRLINES HOLDINGS,2,1,1,0.5
EBAY,MICROSOFT,4,2,2,0.5
BANK OF AMERICA,CVS HEALTH,2,1,1,0.5
CHARTER COMMUNICATIONS,INTEL,4,2,2,0.5
EBAY,LIBERTY MUTUAL INSURANCE GROUP,2,1,1,0.5
EBAY,INTEL,2,1,1,0.5
AMERICAN ELECTRIC POWER,WELLS FARGO,4,2,2,0.5
CHARTER COMMUNICATIONS,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
CHARTER COMMUNICATIONS,MASTERCARD,2,1,1,0.5
CHARTER COMMUNICATIONS,MICROSOFT,4,2,2,0.5
CHARTER COMMUNICATIONS,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
EBAY,FEDEX,2,1,1,0.5
AMERICAN EXPRESS,AMERICAN FAMILY INSURANCE GROUP,2,1,1,0.5
EASTMAN CHEMICAL,WILLIAMS,2,1,1,0.5
EASTMAN CHEMICAL,UNITED STATES STEEL,2,1,1,0.5
EASTMAN CHEMICAL,UNION PACIFIC,2,1,1,0.5
CHARTER COMMUNICATIONS,NORFOLK SOUTHERN,2,1,1,0.5
CHARTER COMMUNICATIONS,OMNICOM GROUP,2,1,1,0.5
CISCO SYSTEMS,DEERE,2,1,1,0.5
DELTA AIR LINES,ENTERGY,2,1,1,0.5
ENTERGY,MARATHON PETROLEUM,2,1,1,0.5
APPLE,WINDSTREAM HOLDINGS,2,1,1,0.5
APPLE,MARRIOTT INTERNATIONAL,2,1,1,0.5
APPLE,MASTERCARD,2,1,1,0.5
APPLE,MICRON TECHNOLOGY,2,1,1,0.5
CITIGROUP,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
CITIGROUP,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
CONSOLIDATED EDISON,FISERV,2,1,1,0.5
CONSOLIDATED EDISON,EXXONMOBIL,2,1,1,0.5
CITIGROUP,INTUIT,2,1,1,0.5
APPLE,TEXAS INSTRUMENTS,2,1,1,0.5
APPLE,VERIZON,2,1,1,0.5
APPLE,WALT DISNEY,2,1,1,0.5
APPLE,WELLS FARGO,2,1,1,0.5
CITIGROUP,LOCKHEED MARTIN,2,1,1,0.5
CONOCOPHILLIPS,MARATHON OIL,4,2,2,0.5
CONOCOPHILLIPS,WEC ENERGY GROUP,2,1,1,0.5
CITIGROUP,LOEWS,2,1,1,0.5
CONOCOPHILLIPS,UNITED STATES STEEL,2,1,1,0.5
CONOCOPHILLIPS,UNION PACIFIC,2,1,1,0.5
CONOCOPHILLIPS,ROCKWELL COLLINS,2,1,1,0.5
APPLIED MATERIALS,MICRON TECHNOLOGY,2,1,1,0.5
APPLIED MATERIALS,NORTHROP GRUMMAN,2,1,1,0.5
BALL,CVS HEALTH,2,1,1,0.5
CONOCOPHILLIPS,PEABODY ENERGY,2,1,1,0.5
CONOCOPHILLIPS,NORTHROP GRUMMAN,2,1,1,0.5
ASSURANT,CITIGROUP,4,2,2,0.5
CITIGROUP,NAVIENT,2,1,1,0.5
BALL,DELL TECHNOLOGIES,4,2,2,0.5
APPLE,LOCKHEED MARTIN,2,1,1,0.5
BALL,DELTA AIR LINES,4,2,2,0.5
CITIGROUP,FORD,2,1,1,0.5
CORNING,PPG INDUSTRIES,2,1,1,0.5
CITIGROUP,CONOCOPHILLIPS,2,1,1,0.5
ANTHEM,MOLINA HEALTHCARE,2,1,1,0.5
CORNING,MOTOROLA SOLUTIONS,2,1,1,0.5
CORNING,MERCK,2,1,1,0.5
CITIGROUP,DEERE,2,1,1,0.5
CORNING,LEIDOS HOLDINGS,2,1,1,0.5
APPLE,CAMPBELL SOUP,2,1,1,0.5
APPLE,CAPITAL ONE FINANCIAL,2,1,1,0.5
CITIGROUP,DELTA AIR LINES,2,1,1,0.5
CORNING,GENERAL MOTORS,2,1,1,0.5
BALL,EXXONMOBIL,2,1,1,0.5
APPLE,COMCAST,2,1,1,0.5
CORNING,ELI LILLY,2,1,1,0.5
CORNING,ECOLAB,2,1,1,0.5
CORNING,DUPONT DE NEMOURS,2,1,1,0.5
APPLE,EMERSON ELECTRIC,2,1,1,0.5
CONSOLIDATED EDISON,UNITED TECHNOLOGIES,2,1,1,0.5
CONSOLIDATED EDISON,TIAA,2,1,1,0.5
CONSOLIDATED EDISON,STATE FARM INSURANCE,2,1,1,0.5
CONSOLIDATED EDISON,ROCKWELL COLLINS,2,1,1,0.5
APPLE,HOME DEPOT,2,1,1,0.5
APPLE,IHEARTMEDIA,2,1,1,0.5
APPLE,INTEL,4,2,2,0.5
3M,ABBVIE,2,1,1,0.5
CONOCOPHILLIPS,MARATHON PETROLEUM,2,1,1,0.5
CONOCOPHILLIPS,HONEYWELL INTERNATIONAL,2,1,1,0.5
CORNING,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
CITIZENS FINANCIAL GROUP,GOLDMAN SACHS GROUP,2,1,1,0.5
COCA-COLA,VISA,2,1,1,0.5
CITIGROUP,U.S. BANCORP,2,1,1,0.5
CITIGROUP,UNUM GROUP,2,1,1,0.5
AT&T,CAPITAL ONE FINANCIAL,2,1,1,0.5
COCA-COLA,PROCTER & GAMBLE,2,1,1,0.5
COCA-COLA,PRINCIPAL FINANCIAL,2,1,1,0.5
BALL,BANK OF AMERICA,2,1,1,0.5
COCA-COLA,NORTHWESTERN MUTUAL,2,1,1,0.5
COCA-COLA,MICROSOFT,2,1,1,0.5
CITIZENS FINANCIAL GROUP,FIFTH THIRD BANCORP,2,1,1,0.5
CITIZENS FINANCIAL GROUP,FISERV,2,1,1,0.5
CITIZENS FINANCIAL GROUP,GENWORTH FINANCIAL,2,1,1,0.5
CITIZENS FINANCIAL GROUP,KROGER,2,1,1,0.5
ASSURANT,EDISON INTERNATIONAL,2,1,1,0.5
COCA-COLA,HORMEL FOODS,2,1,1,0.5
AT&T,DUKE ENERGY,2,1,1,0.5
COCA-COLA,HOLLYFRONTIER,2,1,1,0.5
COCA-COLA,CONSOLIDATED EDISON,2,1,1,0.5
CMS ENERGY,DOMINION ENERGY,2,1,1,0.5
CMS ENERGY,XCEL ENERGY,2,1,1,0.5
CMS ENERGY,VERIZON,2,1,1,0.5
CMS ENERGY,ROCKWELL COLLINS,2,1,1,0.5
CMS ENERGY,EXXONMOBIL,2,1,1,0.5
CMS ENERGY,FLUOR,2,1,1,0.5
CMS ENERGY,HALLIBURTON,2,1,1,0.5
AT&T,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
COCA-COLA,WESTROCK,2,1,1,0.5
COCA-COLA,WEYERHAEUSER,2,1,1,0.5
ASSURANT,U.S. BANCORP,2,1,1,0.5
COGNIZANT TECHNOLOGY SOLUTIONS,SOUTHWEST AIRLINES,2,1,1,0.5
CONOCOPHILLIPS,GUARDIAN LIFE INS. CO. OF AMERICA,2,1,1,0.5
CONOCOPHILLIPS,GENERAL DYNAMICS,2,1,1,0.5
CONOCOPHILLIPS,FIFTH THIRD BANCORP,2,1,1,0.5
CITIGROUP,PEABODY ENERGY,2,1,1,0.5
ASSURANT,LINCOLN NATIONAL,2,1,1,0.5
ASSURANT,LOEWS,2,1,1,0.5
CONOCOPHILLIPS,DELTA AIR LINES,2,1,1,0.5
CONOCOPHILLIPS,CONSOLIDATED EDISON,2,1,1,0.5
COMCAST,SOUTHERN,2,1,1,0.5
COMCAST,PPL,2,1,1,0.5
COMCAST,PEPSICO,2,1,1,0.5
COMCAST,ORACLE,4,2,2,0.5
COMCAST,NORFOLK SOUTHERN,2,1,1,0.5
COMCAST,NEWS CORP.,4,2,2,0.5
COMCAST,MICROSOFT,2,1,1,0.5
COMCAST,LOWE'S,2,1,1,0.5
COMCAST,L3HARRIS TECHNOLOGIES,2,1,1,0.5
COMCAST,IHEARTMEDIA,2,1,1,0.5
COMCAST,HP,2,1,1,0.5
COMCAST,HOME DEPOT,2,1,1,0.5
COMCAST,GENERAL DYNAMICS,2,1,1,0.5
COMCAST,EDISON INTERNATIONAL,2,1,1,0.5
COMCAST,DUPONT DE NEMOURS,2,1,1,0.5
COMCAST,DOMINION ENERGY,2,1,1,0.5
ASSURANT,TRAVELERS,2,1,1,0.5
CORNING,PPL,2,1,1,0.5
CORNING,QUALCOMM,2,1,1,0.5
DELTA AIR LINES,DUKE ENERGY,2,1,1,0.5
DEERE,DUPONT DE NEMOURS,2,1,1,0.5
DEERE,QUALCOMM,2,1,1,0.5
DEERE,PRUDENTIAL FINANCIAL,4,2,2,0.5
DEERE,MOTOROLA SOLUTIONS,2,1,1,0.5
AMERISOURCEBERGEN,JOHNSON & JOHNSON,2,1,1,0.5
DEERE,IHEARTMEDIA,2,1,1,0.5
DEERE,HOLLYFRONTIER,2,1,1,0.5
DEERE,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
CISCO SYSTEMS,GENERAL MOTORS,4,2,2,0.5
DEERE,GENERAL MOTORS,2,1,1,0.5
CISCO SYSTEMS,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
DEERE,FIFTH THIRD BANCORP,2,1,1,0.5
DEERE,EBAY,4,2,2,0.5
DEERE,DUKE ENERGY,2,1,1,0.5
CVS HEALTH,RITE AID,4,2,2,0.5
AMERISOURCEBERGEN,WALGREENS BOOTS ALLIANCE,4,2,2,0.5
AMERISOURCEBERGEN,WALMART,2,1,1,0.5
DEAN FOODS,R.R. DONNELLEY & SONS,2,1,1,0.5
DEAN FOODS,KELLOGG,2,1,1,0.5
AMGEN,BEST BUY,2,1,1,0.5
DEAN FOODS,DUPONT DE NEMOURS,2,1,1,0.5
CISCO SYSTEMS,HP,2,1,1,0.5
AMGEN,CARDINAL HEALTH,4,2,2,0.5
DARDEN RESTAURANTS,DEAN FOODS,2,1,1,0.5
DANAHER,QUEST DIAGNOSTICS,2,1,1,0.5
AMGEN,CATERPILLAR,2,1,1,0.5
CVS HEALTH,WALGREENS BOOTS ALLIANCE,2,1,1,0.5
CISCO SYSTEMS,FORD,2,1,1,0.5
AMERISOURCEBERGEN,BAXTER INTERNATIONAL,2,1,1,0.5
DEERE,SOUTHERN,4,2,2,0.5
CISCO SYSTEMS,FIRSTENERGY,4,2,2,0.5
AMERIPRISE FINANCIAL,MICROSOFT,2,1,1,0.5
CISCO SYSTEMS,DISH NETWORK,2,1,1,0.5
AMERIPRISE FINANCIAL,OCCIDENTAL PETROLEUM,2,1,1,0.5
DELL TECHNOLOGIES,QUALCOMM,2,1,1,0.5
DELL TECHNOLOGIES,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
DELL TECHNOLOGIES,ORACLE,2,1,1,0.5
CISCO SYSTEMS,ELI LILLY,2,1,1,0.5
AMERIPRISE FINANCIAL,PRINCIPAL FINANCIAL,2,1,1,0.5
DELL TECHNOLOGIES,LEIDOS HOLDINGS,2,1,1,0.5
CISCO SYSTEMS,FACEBOOK,4,2,2,0.5
AMERIPRISE FINANCIAL,SEMPRA ENERGY,2,1,1,0.5
DELL TECHNOLOGIES,GENERAL ELECTRIC,2,1,1,0.5
DELL TECHNOLOGIES,FLUOR,2,1,1,0.5
DELL TECHNOLOGIES,FIRSTENERGY,2,1,1,0.5
AMERIPRISE FINANCIAL,UNUM GROUP,2,1,1,0.5
DELL TECHNOLOGIES,EXXONMOBIL,2,1,1,0.5
DELL TECHNOLOGIES,EXELON,2,1,1,0.5
DELL TECHNOLOGIES,EVERSOURCE ENERGY,2,1,1,0.5
DELL TECHNOLOGIES,ENTERGY,2,1,1,0.5
AMERIPRISE FINANCIAL,USAA,4,2,2,0.5
DELL TECHNOLOGIES,DELTA AIR LINES,2,1,1,0.5
DEERE,WINDSTREAM HOLDINGS,4,2,2,0.5
DEERE,UNUM GROUP,2,1,1,0.5
DEERE,UNITED STATES STEEL,2,1,1,0.5
AMERIPRISE FINANCIAL,WINDSTREAM HOLDINGS,4,2,2,0.5
CVS HEALTH,UNITED PARCEL SERVICE,2,1,1,0.5
CVS HEALTH,PFIZER,2,1,1,0.5
CORNING,SALESFORCE,2,1,1,0.5
CSX,QUALCOMM,2,1,1,0.5
CUMMINS,HCA HEALTHCARE,2,1,1,0.5
CISCO SYSTEMS,PEPSICO,2,1,1,0.5
CUMMINS,GENERAL DYNAMICS,2,1,1,0.5
