company_clean,subsidiary_name,company_clean_client
BIOGEN,BIIB Colombia S.A.S.,
BIOGEN,Biogen Pharma d.o.o.,
BIOGEN,Biogen (Czech Republic) s.r.o.,
BIOGEN,Biogen (Denmark) A/S,
BIOGEN,Biogen Estonia OU,
BIOGEN,Biogen Finland OY,
BIOGEN,Biogen France S.A.S.,
BIOGEN,Biogen GmbH,
BIOGEN,Reata Germany GmbH,
BIOGEN,Biogen Hong Kong Limited,
BIOGEN,Biogen Hungary KFT,
BIOGEN,Biogen Idec Biotech India Pvt. Ltd.,
BIOGEN,Biogen Capability Center India Private Limited,
BIOGEN,Biogen Idec (Ireland) Ltd.,
BIOGEN,Nightstar Europa Limited,
BIOGEN,Biogen Distribution Services Limited,
BIOGEN,Biogen Italia S.R.L.,
BIOGEN,Biogen Japan Ltd.,
BIOGEN,Biogen Korea LLC,
BIOGEN,Biogen Latvia SIA,
BIOGEN,Biogen Lithuania UAB,
BIOGEN,Biogen Luxembourg Holding S.a.r.l.,
BIOGEN,Biogen Mexico S. de R.L. de C.V.,
BIOGEN,Biogen NZ Biopharma Ltd.,
BIOGEN,Biogen Norway AS,
BIOGEN,Biogen Poland Sp. z.o.o.,
BIOGEN,"Biogen Portugal Sociedade Farmaceutica, Unipessoal Lda.",
BIOGEN,Biogen Arabia Limited,
BIOGEN,Biogen Regional Headquarters LLC,
BIOGEN,Biogen Slovakia s.r.o.,
BIOGEN,"Biogen Pharma, farmacevtska in biotehnoloska druzba, d.o.o.",
BIOGEN,"Biogen Spain, S.L.",
BIOGEN,Biogen Sweden AB,
BIOGEN,Biogen Digital Health International GmbH,
BIOGEN,Biogen International GmbH,
BIOGEN,Biogen International Neuroscience GmbH,
BIOGEN,Biogen Management Services GmbH,
BIOGEN,Biogen Switzerland AG,
BIOGEN,Eidetica Biopharma GmbH,
BIOGEN,Biogen Taiwan Limited,
BIOGEN,Biogen Turkey Ilac Ticaret Limited Sirketi,
BIOGEN,Biogen B.V.,
BIOGEN,Biogen Netherlands B.V.,
BIOGEN,Biogen Idec Limited,
BIOGEN,Biogen Idec Research Ltd.,
BIOGEN,Convergence Pharmaceuticals Limited,
BIOGEN,Convergence Pharmaceuticals Holdings Ltd.,
BIOGEN,Old Convergence Pharmaceuticals Limited,
BIOGEN,Reata U.K. Limited,
BIOGEN,Silver Acquisition Co. Ltd.,
BIOGEN,Nightstar Therapeutics Limited,
BIOGEN,NightstaRx Limited,
BIOGEN,Tungsten Bidco Limited,
BIOGEN,Biogen Idec Uruguay SA,
ALCOA,Name,
ALCOA,AAC Investments Australia PTY Ltd,
ALCOA,AAC Investments Australia 1 PTY Ltd,
ALCOA,AAC Investments Australia 2 PTY Ltd,
ALCOA,Alcoa Alumínio S.A.,
ALCOA,Alcoa Australian Holdings Pty Ltd,
ALCOA,Alcoa Holland B.V.,
ALCOA,Alcoa Nederland Holding B.V.,
ALCOA,Alcoa of Australia Limited,
ALCOA,Alcoa USA Corp.,
ALCOA,Alcoa USA Holding Company,
ALCOA,Alcoa-Lauralco Management Company,
ALCOA,Alumina Pty Ltd,
ALCOA,Aluminerie Lauralco B.V.,
ALCOA,"Reynolds Metals Company, LLC",
HENRY SCHEIN,Subsidiary,
HENRY SCHEIN,"ACE Surgical Supply Co., Inc.",
HENRY SCHEIN,"BioHorizons, Inc. 1",
HENRY SCHEIN,"Camlog USA, Inc. 2",
HENRY SCHEIN,"eAssist, Inc. 3",
HENRY SCHEIN,Exan Enterprises Inc. 4,
HENRY SCHEIN,"Handpiece Parts & Repairs, Inc.",
HENRY SCHEIN,"Henry Schein (Lancaster, PA) Inc.",
HENRY SCHEIN,"Henry Schein Europe, Inc. 5",
HENRY SCHEIN,"Henry Schein Global Sourcing, Inc. 6",
HENRY SCHEIN,"Henry Schein Home Health, LLC 7",
HENRY SCHEIN,"Henry Schein Latin America Pacific Rim, Inc. 8",
HENRY SCHEIN,"Henry Schein Medical Systems, Inc.",
HENRY SCHEIN,"Henry Schein MSO, LLC",
HENRY SCHEIN,"Henry Schein PPT, Inc.",
HENRY SCHEIN,Henry Schein Practice Solutions Inc. 9,
HENRY SCHEIN,"Henry Schein Puerto Rico, Inc.",
HENRY SCHEIN,"Henry Schein Supply, Inc.",
HENRY SCHEIN,"HS Brand Management, LLC",
HENRY SCHEIN,"HS Financial Holdings, Inc. 10",
HENRY SCHEIN,"HS TM Holdings, LLC 11",
HENRY SCHEIN,"HSFR, Inc.",
HENRY SCHEIN,HSG-S Corp. 12,
HENRY SCHEIN,"HSI RE I, LLC",
HENRY SCHEIN,"Insource, Inc.",
HENRY SCHEIN,"Midway Group Holdings, LLC",
HENRY SCHEIN,"Modern Laboratory Services, Inc.",
HENRY SCHEIN,"Ortho2, LLC",
HENRY SCHEIN,"Project Helium Holdings, LLC 13",
HENRY SCHEIN,Project Spartan Holdings Corp. 14,
HENRY SCHEIN,"RxWorks, LLC",
HENRY SCHEIN,"S & S Discount, Inc. 15",
HENRY SCHEIN,"SAS Holdco, Inc. 16",
HENRY SCHEIN,"TDSC, Inc.",
HENRY SCHEIN,Toy Products Corp. 17,
HENRY SCHEIN,"Trimed, Inc. 18",
HENRY SCHEIN,10,
HENRY SCHEIN,11,
HENRY SCHEIN,12,
HENRY SCHEIN,13,
HENRY SCHEIN,14,
HENRY SCHEIN,15,
HENRY SCHEIN,16,
HENRY SCHEIN,17,
HENRY SCHEIN,18,
AMERIPRISE FINANCIAL,Ameriprise Certificate Company    DE,
AMERIPRISE FINANCIAL,"AMPF Holding, LLC    MI",
AMERIPRISE FINANCIAL,American Enterprise Investment Services Inc.    MN,
AMERIPRISE FINANCIAL,"Ameriprise Financial Services, LLC.    DE",
AMERIPRISE FINANCIAL,"Columbia Management Investment Advisers, LLC    MN",
AMERIPRISE FINANCIAL,RiverSource Life Insurance Company    MN,
EDISON INTERNATIONAL,Parent of Significant Subsidiary,
EDISON INTERNATIONAL,Edison International,
FIRSTENERGY,FIRSTENERGY CORP.,
FIRSTENERGY,LIST OF SUBSIDIARIES OF THE REGISTRANT,
FIRSTENERGY,As of,
FIRSTENERGY,"December 31, 2025",
FIRSTENERGY,FirstEnergy Service Company - Incorporated in Ohio,
FIRSTENERGY,FirstEnergy Pennsylvania Holding Company - Incorporated in Pennsylvania,
FIRSTENERGY,"FirstEnergy Transmission, LLC - Organized in Delaware",
FIRSTENERGY,FirstEnergy Ventures Corp. - Incorporated in Ohio,
FIRSTENERGY,Jersey Central Power & Light Company - Incorporated in New Jersey,
FIRSTENERGY,Monongahela Power Company - Incorporated in Ohio,
FIRSTENERGY,Ohio Edison Company - Incorporated in Ohio,
FIRSTENERGY,The Cleveland Electric Illuminating Company - Incorporated in Ohio,
FIRSTENERGY,The Potomac Edison Company - Incorporated in Maryland,
FIRSTENERGY,The Toledo Edison Company - Incorporated in Ohio,
MGM RESORTS INTERNATIONAL,"Beau Rivage Resorts, LLC",
MGM RESORTS INTERNATIONAL,"Blue Tarp reDevelopment, LLC",
MGM RESORTS INTERNATIONAL,"Destron, Inc.",
MGM RESORTS INTERNATIONAL,Destron International Corp.,
MGM RESORTS INTERNATIONAL,"MGM Grand (International), Pte Ltd.",
MGM RESORTS INTERNATIONAL,"MGM Resorts International Marketing, Inc.",
MGM RESORTS INTERNATIONAL,"MGM Resorts International Marketing, Ltd.",
MGM RESORTS INTERNATIONAL,"Grand Garden Arena Management, LLC",
MGM RESORTS INTERNATIONAL,"Grand Laundry, Inc.",
MGM RESORTS INTERNATIONAL,"Las Vegas Arena Management, LLC",
MGM RESORTS INTERNATIONAL,"Mandalay Resort Group, LLC",
MGM RESORTS INTERNATIONAL,"550 Leasing Company II, LLC",
MGM RESORTS INTERNATIONAL,"Circus Circus Casinos, Inc.",
MGM RESORTS INTERNATIONAL,"Circus Circus Holdings, Inc.",
MGM RESORTS INTERNATIONAL,"Vintage Land Holdings, LLC",
MGM RESORTS INTERNATIONAL,"Mandalay Bay, LLC",
MGM RESORTS INTERNATIONAL,"Mandalay Employment, LLC",
MGM RESORTS INTERNATIONAL,Mandalay Place LLC,
MGM RESORTS INTERNATIONAL,"Marina Equipment Leasing, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Festival Grounds, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Festival Grounds II, LLC",
MGM RESORTS INTERNATIONAL,"New Castle, LLC",
MGM RESORTS INTERNATIONAL,Northfield Park Associates LLC,
MGM RESORTS INTERNATIONAL,"Cedar Downs OTB, LLC",
MGM RESORTS INTERNATIONAL,"Park MGM, LLC",
MGM RESORTS INTERNATIONAL,"Arena Land Holdings, LLC",
MGM RESORTS INTERNATIONAL,"New York-New York Tower, LLC",
MGM RESORTS INTERNATIONAL,"Park District Holdings, LLC",
MGM RESORTS INTERNATIONAL,"Ramparts, LLC",
MGM RESORTS INTERNATIONAL,"Metropolitan Marketing, LLC",
MGM RESORTS INTERNATIONAL,"MMNY Land Company, Inc.",
MGM RESORTS INTERNATIONAL,"MGM CEE Holdco, LLC",
MGM RESORTS INTERNATIONAL,"MGM CEE, LLC",
MGM RESORTS INTERNATIONAL,MGM Games and Metaverse,
MGM RESORTS INTERNATIONAL,"MGM Revolution, LLC",
MGM RESORTS INTERNATIONAL,"MGM Casino Next, LLC",
MGM RESORTS INTERNATIONAL,"MGM Casino Next Lion, LLC",
MGM RESORTS INTERNATIONAL,LV Lion Holding Limited,
MGM RESORTS INTERNATIONAL,Lion Tribus Limited,
MGM RESORTS INTERNATIONAL,LeoVegas Holding AB,
MGM RESORTS INTERNATIONAL,LeoVegas AB,
MGM RESORTS INTERNATIONAL,LeoVentures Limited,
MGM RESORTS INTERNATIONAL,Winzen Limited,
MGM RESORTS INTERNATIONAL,Push Gaming Holdings plc,
MGM RESORTS INTERNATIONAL,Push Gaming Limited,
MGM RESORTS INTERNATIONAL,Game Server Integrations Limited,
MGM RESORTS INTERNATIONAL,Push (Gibraltar) Limited,
MGM RESORTS INTERNATIONAL,Push Gaming Malta Limited,
MGM RESORTS INTERNATIONAL,Side Technology Limited,
MGM RESORTS INTERNATIONAL,Push Gaming Product Limited,
MGM RESORTS INTERNATIONAL,Push Gaming US Inc.,
MGM RESORTS INTERNATIONAL,Push Gaming US LLC,
MGM RESORTS INTERNATIONAL,Push Gaming Poland sp zoo,
MGM RESORTS INTERNATIONAL,Push Gaming Brasil Ltda,
MGM RESORTS INTERNATIONAL,Pixel Holding Group,
MGM RESORTS INTERNATIONAL,Pixel Digital Ltd.,
MGM RESORTS INTERNATIONAL,LeoStudios Ltd.,
MGM RESORTS INTERNATIONAL,Slammer Studios Limited,
MGM RESORTS INTERNATIONAL,GameGrounds United AB,
MGM RESORTS INTERNATIONAL,Performance Pack Ltd.,
MGM RESORTS INTERNATIONAL,Performing Media Ltd.,
MGM RESORTS INTERNATIONAL,LV Treasury Operations Limited,
MGM RESORTS INTERNATIONAL,LV Lions Denmark ApS,
MGM RESORTS INTERNATIONAL,Lion Quattuor Limited,
MGM RESORTS INTERNATIONAL,LV Lions Limited,
MGM RESORTS INTERNATIONAL,Winga SRL,
MGM RESORTS INTERNATIONAL,LeoVegas UK Ltd.,
MGM RESORTS INTERNATIONAL,GameTech Marketing Limited,
MGM RESORTS INTERNATIONAL,Gears of Leo Netherlands B.V.,
MGM RESORTS INTERNATIONAL,Lion Quinque Limited,
MGM RESORTS INTERNATIONAL,HippoGO Holding Limited,
MGM RESORTS INTERNATIONAL,PLF Hippogo Solutions Ltd.,
MGM RESORTS INTERNATIONAL,Hippogo Services Ltd.,
MGM RESORTS INTERNATIONAL,LeoVegas International Ltd.,
MGM RESORTS INTERNATIONAL,LeoVegas Gaming plc,
MGM RESORTS INTERNATIONAL,"LeoESP, S.A.",
MGM RESORTS INTERNATIONAL,Gaming Momentum Ltd.,
MGM RESORTS INTERNATIONAL,LeoEx Limited,
MGM RESORTS INTERNATIONAL,Gazelle Co. Limited,
MGM RESORTS INTERNATIONAL,LVSports Ltd.,
MGM RESORTS INTERNATIONAL,Expekt Nordics Ltd.,
MGM RESORTS INTERNATIONAL,Web Investments Ltd.,
MGM RESORTS INTERNATIONAL,Royal Panda Ltd.,
MGM RESORTS INTERNATIONAL,I-Promotions Limited,
MGM RESORTS INTERNATIONAL,21 Heads Up Ltd.,
MGM RESORTS INTERNATIONAL,MGMLeo Limited,
MGM RESORTS INTERNATIONAL,TigerGen Limited,
MGM RESORTS INTERNATIONAL,Roar Vegas Limited,
MGM RESORTS INTERNATIONAL,Gears of Leo AB,
MGM RESORTS INTERNATIONAL,LeoVegas Polska sp.zoo,
MGM RESORTS INTERNATIONAL,LeoVegas Spain S.L.,
MGM RESORTS INTERNATIONAL,Goldrush Technology LLC,
MGM RESORTS INTERNATIONAL,Sports Services South America S.A.S.,
MGM RESORTS INTERNATIONAL,LV Amazonas Holding AB,
MGM RESORTS INTERNATIONAL,Boa Lion S.A.,
MGM RESORTS INTERNATIONAL,LeoTerra Ltda,
MGM RESORTS INTERNATIONAL,MGMNordic Limited,
MGM RESORTS INTERNATIONAL,"MGM Resorts Financial, LLC",
MGM RESORTS INTERNATIONAL,"MGM Live Dealer Streaming, LLC",
MGM RESORTS INTERNATIONAL,"MGM Detroit Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM Grand Detroit, LLC",
MGM RESORTS INTERNATIONAL,"MGM Dev, LLC",
MGM RESORTS INTERNATIONAL,"MGM Grand Hotel, LLC",
MGM RESORTS INTERNATIONAL,"The Signature Condominiums, LLC",
MGM RESORTS INTERNATIONAL,"Signature Tower I, LLC",
MGM RESORTS INTERNATIONAL,"Signature Tower 2, LLC",
MGM RESORTS INTERNATIONAL,"Signature Tower 3, LLC",
MGM RESORTS INTERNATIONAL,"MGM Hospitality, LLC",
MGM RESORTS INTERNATIONAL,"MGM Hospitality Global, LLC MGM Hospitality International, LP MGM Hospitality International, GP, Ltd.",
MGM RESORTS INTERNATIONAL,"MGM Hospitality Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM Hospitality Development, LLC",
MGM RESORTS INTERNATIONAL,"MGM Hospitality International Holdings, Ltd.",
MGM RESORTS INTERNATIONAL,MGM Asia Pacific Limited,
MGM RESORTS INTERNATIONAL,"MGM (Beijing) Hospitality Services Co., Ltd.",
MGM RESORTS INTERNATIONAL,"MGM Hospitality India Private, Ltd.",
MGM RESORTS INTERNATIONAL,"MGM International, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts International Holdings, Ltd.",
MGM RESORTS INTERNATIONAL,"MGM China Holdings, Ltd.",
MGM RESORTS INTERNATIONAL,"MGM Resorts West Japan, LLC",
MGM RESORTS INTERNATIONAL,"MGM Japan Indirect Holdco I, LLC",
MGM RESORTS INTERNATIONAL,MGM Japan Holdco LP,
MGM RESORTS INTERNATIONAL,"MGM Resorts Japan, LLC",
MGM RESORTS INTERNATIONAL,"MGM Japan Indirect Holdco II, LLC",
MGM RESORTS INTERNATIONAL,"MGM Lessee, LLC",
MGM RESORTS INTERNATIONAL,"MGM Lessee II, LLC",
MGM RESORTS INTERNATIONAL,"MGM Live Event Ventures, LLC",
MGM RESORTS INTERNATIONAL,"MGM MA Sub, LLC",
MGM RESORTS INTERNATIONAL,"MGM National Harbor, LLC",
MGM RESORTS INTERNATIONAL,"MGM Public Policy, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Advertising, Inc.",
MGM RESORTS INTERNATIONAL,VidiAd,
MGM RESORTS INTERNATIONAL,"MGM Resorts Arena Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Development, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Global Development, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Interactive, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts International Operations, Inc.",
MGM RESORTS INTERNATIONAL,"MGM Resorts Land Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Land Holdings II, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Oasis Holdco, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Commercial Enterprises Investment, Institution and Management - Sole Proprietorship L.L.C",
MGM RESORTS INTERNATIONAL,"MGM Resorts Oasis Holdco, Ltd.",
MGM RESORTS INTERNATIONAL,"MGM Resorts Regional Operations, LLC MGM Resorts Retail",
MGM RESORTS INTERNATIONAL,"MGM Resorts Satellite, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Sub 1, LLC",
MGM RESORTS INTERNATIONAL,"Las Vegas Basketball Ventures, LLC",
MGM RESORTS INTERNATIONAL,"MGM US IP Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM US IP, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Sub X, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Sub Y, LLC",
MGM RESORTS INTERNATIONAL,"MGM Resorts Venue Management, LLC",
MGM RESORTS INTERNATIONAL,"MGM Sports & Interactive Gaming, LLC",
MGM RESORTS INTERNATIONAL,"MGM Yonkers, Inc.",
MGM RESORTS INTERNATIONAL,MGMM Insurance Company,
MGM RESORTS INTERNATIONAL,"Mirage Resorts, LLC",
MGM RESORTS INTERNATIONAL,AC Holding Corp. II,
MGM RESORTS INTERNATIONAL,"Bellagio, LLC",
MGM RESORTS INTERNATIONAL,LV Concrete Corp.,
MGM RESORTS INTERNATIONAL,"MAC, CORP.",
MGM RESORTS INTERNATIONAL,"Marina District Development Holding Co., LLC",
MGM RESORTS INTERNATIONAL,"Marina District Development Company, LLC",
MGM RESORTS INTERNATIONAL,MGM Resorts Aviation Corp.,
MGM RESORTS INTERNATIONAL,MGM Resorts Corporate Services,
MGM RESORTS INTERNATIONAL,MGM Resorts Design & Development,
MGM RESORTS INTERNATIONAL,MGM Resorts Manufacturing Corp.,
MGM RESORTS INTERNATIONAL,"MH, LLC",
MGM RESORTS INTERNATIONAL,Mirage Laundry Services Corp.,
MGM RESORTS INTERNATIONAL,"MGM CC, LLC",
MGM RESORTS INTERNATIONAL,"Project CC, LLC",
MGM RESORTS INTERNATIONAL,"Aria Resort & Casino, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Facilities Management, LLC",
MGM RESORTS INTERNATIONAL,CityCenter Realty Corporation,
MGM RESORTS INTERNATIONAL,"CityCenter Retail Holdings Management, LLC",
MGM RESORTS INTERNATIONAL,"Vdara Condo Hotel, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Holdings, LLC",
MGM RESORTS INTERNATIONAL,"MGM Lessee III, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Land, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Boutique Hotel Holdings, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Boutique Residential Development, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Veer Towers Development, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Retail Holdings, LLC",
MGM RESORTS INTERNATIONAL,"Aria Resort & Casino Holdings, LLC",
MGM RESORTS INTERNATIONAL,"CityCenter Vdara Development, LLC",
MGM RESORTS INTERNATIONAL,"MGM CC Holdings, Inc.",
MGM RESORTS INTERNATIONAL,Nevada Property 1 LLC,
MGM RESORTS INTERNATIONAL,Nevada Restaurant Venture 1 LLC,
MGM RESORTS INTERNATIONAL,Nevada Retail Venture 1 LLC,
MGM RESORTS INTERNATIONAL,NP1 Hong Kong Limited,
MGM RESORTS INTERNATIONAL,"New York-New York Hotel & Casino, LLC",
MGM RESORTS INTERNATIONAL,"Park Theater, LLC",
MGM RESORTS INTERNATIONAL,"Tower B, LLC",
MGM RESORTS INTERNATIONAL,"Tower C, LLC",
MGM RESORTS INTERNATIONAL,"Vendido, LLC",
XCEL ENERGY,SUBSIDIARY (a),
XCEL ENERGY,Northern States Power Company (a Minnesota corporation),
XCEL ENERGY,Northern States Power Company (a Wisconsin corporation),
XCEL ENERGY,Public Service Company of Colorado,
XCEL ENERGY,Southwestern Public Service Company,
XCEL ENERGY,"WestGas InterState, Inc.",
XCEL ENERGY,Xcel Energy Wholesale Group Inc.,
XCEL ENERGY,Xcel Energy Markets Holdings Inc.,
XCEL ENERGY,Xcel Energy International Inc.,
XCEL ENERGY,Xcel Energy Ventures Inc.,
XCEL ENERGY,Xcel Energy Retail Holdings Inc.,
XCEL ENERGY,Xcel Energy Communications Group Inc.,
XCEL ENERGY,Xcel Energy WYCO Inc.,
XCEL ENERGY,Xcel Energy Services Inc.,
XCEL ENERGY,"Xcel Energy Transmission Holding Company, LLC",
XCEL ENERGY,"Xcel Energy Venture Holdings, Inc.",
XCEL ENERGY,Nicollet Project Holdings LLC,
XCEL ENERGY,Nicollet Holdings Company LLC,
XCEL ENERGY,"Xcel Energy Nuclear Services Holdings, LLC",
CENTERPOINT ENERGY,"SIGNIFICANT SUBSIDIARIES OF CENTERPOINT ENERGY, INC.",
CENTERPOINT ENERGY,"Vectren LLC, an Indiana limited liability company and a wholly-owned subsidiary of Vectren Affiliated Utilities, Inc..",
CENTERPOINT ENERGY,"Vectren Utility Holdings LLC, an Indiana limited liability company and a wholly-owned subsidiary of Vectren LLC",
CENTERPOINT ENERGY,"Indiana Gas Company, Inc., an Indiana corporation and a wholly-owned subsidiary of CenterPoint Energy Resources Corp.",
TARGA RESOURCES,Legal Name,
TARGA RESOURCES,Grand Prix Pipeline LLC,
TARGA RESOURCES,Lasso Acquiror LLC,
TARGA RESOURCES,Targa Downstream LLC,
TARGA RESOURCES,Targa GP Inc.,
TARGA RESOURCES,Targa Liquids Marketing and Trade LLC,
TARGA RESOURCES,Targa Midstream Services LLC,
TARGA RESOURCES,Targa Northern Delaware LLC,
TARGA RESOURCES,Targa Pipeline Mid-Continent Holdings LLC,
TARGA RESOURCES,Targa Pipeline Mid-Continent WestTex LLC,
TARGA RESOURCES,Targa Pipeline Operating Partnership LP,
TARGA RESOURCES,Targa Pipeline Partners LP,
TARGA RESOURCES,Targa Resources LLC,
TARGA RESOURCES,Targa Resources Operating LLC,
TARGA RESOURCES,Targa Resources Partners LP,
IQVIA,IQVIA Holdings Inc. Subsidiary Listing - as of 12/31/2025,
IQVIA,Subsidiary,
IQVIA,"159 Solutions, LLC",
IQVIA,159 Technology Solutions Private Ltd,
IQVIA,1HQ (NL) B.V.,
IQVIA,1HQ Limited,
IQVIA,1HQ Singapore Pte Ltd,
IQVIA,"1HQ USA, LLC",
IQVIA,Accurate Health Auditing and Consulting Société Anonyme of Coordination Organisation & Health Investments,
IQVIA,AECIO IT Solutions India Private Ltd.,
IQVIA,AIT Bioscience LLC,
IQVIA,ALIMED Egészségügyi Szolgáltató Korlátolt Felelősségű Társaság,
IQVIA,Allcare Plus Pharmacy LLC,
IQVIA,Apira Limited,
IQVIA,Apuro.com K.K.,
IQVIA,Arc Bio Communications Limited,
IQVIA,Ascott Sales Integration Pty Ltd,
IQVIA,Asesorias IQVIA Solutions Chile Limitada,
IQVIA,"Asserta Centroamerica Medicion de Mercados, S.A.",
IQVIA,"Avacare Clinical Research Network (Shanghai) Co., Ltd.",
IQVIA,Battaerd Mansley Pty. Ltd.,
IQVIA,"Benefit Holding, Inc.",
IQVIA,Bioaxis Healthcare Southeast Europe Home Health Services Single Member Societe Anonyme,
IQVIA,"Biofortis, LLC",
IQVIA,"Bioteknica, LLC",
IQVIA,Brandshapers Ltd,
IQVIA,Bridgethorne Limited,
IQVIA,BuzzeoPDMA LLC,
IQVIA,BYKAIROS SAS,
IQVIA,CDS - Centre de Service SAS,
IQVIA,"Cedar Gate Partners, LLC",
IQVIA,Cedar Gate Services Pvt. Ltd.,
IQVIA,"Cedar Gate Technologies, Inc.",
IQVIA,"Cedar Gate Technology Solutions, Inc.",
IQVIA,Cegedim Venezuela C.A.,
IQVIA,Cenduit Limited,
IQVIA,Ceuta Healthcare Limited,
IQVIA,Ceuta Holdings Limited,
IQVIA,Ceuta International Limited,
IQVIA,CFS Clinical UK Limited,
IQVIA,"Citra Health Solutions Datawing, LLC",
IQVIA,Click Consult Limited,
IQVIA,"Clinical Financial Services, LLC",
IQVIA,Clinical Lab Minority Shareholder Limited,
IQVIA,Clintec International (Pty) Ltd.,
IQVIA,Clintec International (Thailand) Limited,
IQVIA,Clintec International doo,
IQVIA,Clintec International FZ-LLC,
IQVIA,Clintec International LLC,
IQVIA,Clintec International Ltd.,
IQVIA,Clintec International Norway AS,
IQVIA,Clintec International Off-Shore S.A.L.,
IQVIA,Clintec International Pte Ltd.,
IQVIA,Clintec International RUS LLC,
IQVIA,Clintec Luxembourg S.A.,
IQVIA,Clintec Turkey Medikal ve Farmasotik Hizmetler Ticaret Limited Sirketi,
IQVIA,"Cogvio, s.r.o.",
IQVIA,Compliant Community Projects (Pty) Ltd.,
IQVIA,CONVEMA Versorgungsmanagement GmbH,
IQVIA,CQT Zorg & Gezondheid B.V,
IQVIA,CRO Solutions Limited,
IQVIA,CT Consulting Inc.,
IQVIA,"Data Niche Associates, Inc.",
IQVIA,Dataline Software Limited,
IQVIA,Datandina Ecuador S.A.,
IQVIA,"Datec Industria e Comercio, Distribudora Grafica e Mala Direta Ltda.",
IQVIA,DAVASO GmbH,
IQVIA,"Deerwalk, Inc.",
IQVIA,DrugDev Limited,
IQVIA,Emerald Star Holdings LLC,
IQVIA,Enli Health Intelligence Corporation,
IQVIA,EPG Communication Holdings Limited,
IQVIA,EURL IQVIA ALGERIA,
IQVIA,EUROPEAN PHARMACEUTICAL PROMOTION EPP SAS,
IQVIA,Excel Life Sciences Private Limited,
IQVIA,FACT,
IQVIA,Fallon Medica LLC,
IQVIA,Forcea NV,
IQVIA,Foresight IT Solutions and Consulting India Private Limited,
IQVIA,GCE Clin Solutions Limited,
IQVIA,"GCE Global Solutions, LLC",
IQVIA,"GCE Solutions International, LLC",
IQVIA,"GCE Solutions, S. de R.L. de C.V.",
IQVIA,Gen-Pharma (UK) Ltd,
IQVIA,"GHA Buyer, Inc.",
IQVIA,"GHA Intermediate, Inc.",
IQVIA,"Gha Orthopedic Alliance, LLC",
IQVIA,"Gha Women'S Health Alliance, LLC",
IQVIA,"Global Cardiovascular Alliance, LLC",
IQVIA,Global Crown Investment Limited,
IQVIA,"Global Healhcare Alliance Holdings, Inc.",
IQVIA,"Global Healthcare Alliance, Inc.",
IQVIA,Grace Data Corp.,
IQVIA,"HCP Management Operations, Inc.",
IQVIA,Healthcare Business Information Limited,
IQVIA,"Hotel Lot C-8B, LLC",
IQVIA,Iasist Holdco Limited,
IQVIA,Iasist SAU Agencia en Chile,
IQVIA,ILANE SAS,
IQVIA,IM Associates BV,
IQVIA,ImmunXperts,
IQVIA,IMR International (Australia) PTY Ltd,
IQVIA,IMS (UK) Pension Plan Trustee Company Limited,
IQVIA,"IMS Health de Venezuela, C.A.",
IQVIA,IMS Health Group Limited,
IQVIA,IMS Health Information Solutions Australia Pty. Ltd,
IQVIA,IMS Health Information Solutions India Private Ltd.,
IQVIA,IMS Health Networks Limited,
IQVIA,IMS Health Paraguay Srl,
IQVIA,IMS Health Uruguay S.A.,
IQVIA,IMS Meridian Limited,
IQVIA,IMS Meridian Research Limited,
IQVIA,IMS Software Services Ltd.,
IQVIA,Incarnus Malaysia Sdn Bhd,
IQVIA,Innovex Merger Corp.,
IQVIA,Innovex Sağlık Hizmetleri Araştırma Pazarlama Danışmanlık Sanayi ve Ticaret Limited Şirketi,
IQVIA,Innovex Saglik Urunleri Pazarlama ve Hizmet Danismanlik Anonim Sirketi,
IQVIA,"Inteliquet, Inc.",
IQVIA,"Intercontinental Medical Statistics International, Ltd.",
IQVIA,Intercontinental Medical Statistics Kenya Ltd.,
IQVIA,Interface Clinical Services Ltd.,
IQVIA,Interstatistik AG,
IQVIA,IPP Informacion Promocional y Publicitaria S.A. de C.V.,
