rbo_source,rbo_target,rbo_balanced,bill,leader,follower,q_leader,q_follower,lag_quarters,is_bill_directed,shared_lobbyist_count,shared_firm_count,shared_lobbyists,shared_firms,is_lobbyist_mediated,is_firm_mediated,is_any_mediated,net_lob_connected,net_firm_connected,net_any_connected
ABBVIE,GENERAL ELECTRIC,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GENERAL ELECTRIC,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GENERAL MOTORS,0,H.R.3,ABBVIE,GENERAL MOTORS,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,GENWORTH FINANCIAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,H.R.1425,,,6,6,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,S.1416,ABBVIE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,H.R.2740,ABBVIE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,S.1895,ABBVIE,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,H.R.7647,,,7,7,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GILEAD SCIENCES,0,S.3129,GILEAD SCIENCES,ABBVIE,4,7,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,GOLDMAN SACHS GROUP,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GRAPHIC PACKAGING HOLDING,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GUARDIAN LIFE INS. CO. OF AMERICA,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,GUARDIAN LIFE INS. CO. OF AMERICA,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HARTFORD FINANCIAL SERVICES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HCA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HONEYWELL INTERNATIONAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,S.1895,ABBVIE,HUMANA,2,8,6,True,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,H.R.965,ABBVIE,HUMANA,1,2,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,HUMANA,0,S.3129,ABBVIE,HUMANA,7,8,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,HUNTSMAN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,HUNTSMAN,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,IBM,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,IBM,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,INTERNATIONAL PAPER,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,S.2543,ABBVIE,JOHNSON & JOHNSON,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,H.R.1503,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,H.R.1520,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,S.659,ABBVIE,JOHNSON & JOHNSON,1,3,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,H.R.1499,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,JOHNSON & JOHNSON,0,H.R.3,ABBVIE,JOHNSON & JOHNSON,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,LABORATORY CORP. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,LEIDOS HOLDINGS,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,LOCKHEED MARTIN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MAGELLAN HEALTH,1,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MAGELLAN HEALTH,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MAGELLAN HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MAGELLAN HEALTH,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MAGELLAN HEALTH,1,H.R.965,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MASSACHUSETTS MUTUAL LIFE INSURANCE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MCKESSON,0,H.R.3,ABBVIE,MCKESSON,3,7,4,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,H.R.19,ABBVIE,MERCK,4,8,4,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,S.475,ABBVIE,MERCK,1,3,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,S.1895,ABBVIE,MERCK,2,5,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,S.476,ABBVIE,MERCK,1,5,4,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,S.474,ABBVIE,MERCK,1,5,4,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,H.R.1046,ABBVIE,MERCK,1,5,4,True,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MERCK,0,H.R.107,ABBVIE,MERCK,1,3,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,METLIFE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MICRON TECHNOLOGY,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MICROSOFT,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MOLINA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MUTUAL OF OMAHA INSURANCE,0,S.1895,ABBVIE,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,MUTUAL OF OMAHA INSURANCE,0,H.R.3,ABBVIE,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,MUTUAL OF OMAHA INSURANCE,0,H.R.19,,,4,4,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,MUTUAL OF OMAHA INSURANCE,0,S.2543,ABBVIE,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,NATIONWIDE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,NAVISTAR INTERNATIONAL,0,S.1895,ABBVIE,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,NEXTERA ENERGY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,NORTHROP GRUMMAN,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ORACLE,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,ORACLE,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,OWENS-ILLINOIS,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,PEPSICO,0,H.R.1503,ABBVIE,PEPSICO,1,7,6,True,0,0,,,False,False,False,False,False,False
ABBVIE,PPG INDUSTRIES,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,PPG INDUSTRIES,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,PRUDENTIAL FINANCIAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,RAYTHEON,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,REGENERON PHARMACEUTICALS,0,H.R.3,ABBVIE,REGENERON PHARMACEUTICALS,3,5,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,REGENERON PHARMACEUTICALS,0,S.2543,ABBVIE,REGENERON PHARMACEUTICALS,3,5,2,True,0,0,,,False,False,False,False,False,False
ABBVIE,RITE AID,1,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,RITE AID,1,S.2543,,,3,3,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,RITE AID,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,S&P GLOBAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,THERMO FISHER SCIENTIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,THERMO FISHER SCIENTIFIC,1,H.R.2113,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,UNION PACIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,W.R. BERKLEY,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WALGREENS BOOTS ALLIANCE,0,H.R.3,ABBVIE,WALGREENS BOOTS ALLIANCE,3,4,1,True,0,0,,,False,False,False,False,False,False
ABBVIE,WALGREENS BOOTS ALLIANCE,0,S.2543,ABBVIE,WALGREENS BOOTS ALLIANCE,3,6,3,True,0,0,,,False,False,False,False,False,False
ABBVIE,WALMART,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WALMART,1,H.R.965,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WALMART,1,H.R.1499,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WESCO INTERNATIONAL,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WESTERN UNION,1,H.R.1,,,1,1,0,False,0,0,,,False,False,False,False,False,False
ABBVIE,WESTROCK,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,AECOM,0,H.R.3079,ABM INDUSTRIES,AECOM,5,6,1,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,AECOM,0,S.1857,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,AMERICAN ELECTRIC POWER,0,H.R.2741,AMERICAN ELECTRIC POWER,ABM INDUSTRIES,2,5,3,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,HONEYWELL INTERNATIONAL,0,S.1245,HONEYWELL INTERNATIONAL,ABM INDUSTRIES,3,4,1,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,HONEYWELL INTERNATIONAL,0,H.R.3079,HONEYWELL INTERNATIONAL,ABM INDUSTRIES,2,5,3,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,HONEYWELL INTERNATIONAL,0,S.1857,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,MOTOROLA SOLUTIONS,0,H.R.2741,MOTOROLA SOLUTIONS,ABM INDUSTRIES,2,5,3,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,PUBLIC SERVICE ENTERPRISE GROUP,0,H.R.2741,PUBLIC SERVICE ENTERPRISE GROUP,ABM INDUSTRIES,2,5,3,True,0,0,,,False,False,False,False,False,False
ABM INDUSTRIES,XCEL ENERGY,0,H.R.2741,XCEL ENERGY,ABM INDUSTRIES,2,5,3,True,0,0,,,False,False,False,False,False,False
ADP,BEST BUY,0,H.R.2213,ADP,BEST BUY,2,4,2,True,0,0,,,False,False,False,False,False,False
ADP,BEST BUY,0,S.978,ADP,BEST BUY,2,4,2,True,0,0,,,False,False,False,False,False,False
ADP,HOME DEPOT,1,H.R.2213,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ADP,HOME DEPOT,1,S.978,,,2,2,0,False,0,0,,,False,False,False,False,False,False
ADP,MCDONALD'S,0,H.R.2213,ADP,MCDONALD'S,2,4,2,True,0,0,,,False,False,False,False,False,False
ADP,MCDONALD'S,0,S.978,ADP,MCDONALD'S,2,4,2,True,0,0,,,False,False,False,False,False,False
ADVANCED MICRO DEVICES,CHEMOURS,1,S.3933,,,6,6,0,False,0,0,,,False,False,False,False,False,False
ADVANCED MICRO DEVICES,WESTERN DIGITAL,1,H.R.7178,,,6,6,0,False,0,0,,,False,False,False,False,False,False
ADVANCED MICRO DEVICES,WESTERN DIGITAL,1,S.3933,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,AES,0,H.R.3163,AECOM,AES,2,3,1,True,0,0,,,False,False,False,False,False,False
AECOM,AES,0,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,ALASKA AIR GROUP,0,S.2582,ALASKA AIR GROUP,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,ALASKA AIR GROUP,0,H.R.3931,ALASKA AIR GROUP,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,ALASKA AIR GROUP,0,H.R.3163,AECOM,ALASKA AIR GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
AECOM,ALASKA AIR GROUP,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,ALASKA AIR GROUP,0,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,AMEREN,0,S.2302,AECOM,AMEREN,4,5,1,True,0,0,,,False,False,False,False,False,False
AECOM,AMEREN,0,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,AMERICAN AIRLINES GROUP,1,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,AMERICAN AIRLINES GROUP,1,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,AMERICAN AIRLINES GROUP,1,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,APPLIED MATERIALS,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,BALL,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,BALL,1,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,BALL,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,BALL,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,S.2302,BERKSHIRE HATHAWAY,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,S.3591,AECOM,BERKSHIRE HATHAWAY,6,7,1,True,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,H.R.7575,AECOM,BERKSHIRE HATHAWAY,6,7,1,True,0,0,,,False,False,False,False,False,False
AECOM,BERKSHIRE HATHAWAY,0,S.2520,AECOM,BERKSHIRE HATHAWAY,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,CATERPILLAR,0,S.2302,CATERPILLAR,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,CENTENE,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,CENTENE,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,CHEMOURS,0,H.R.7575,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,CHEMOURS,0,S.2302,AECOM,CHEMOURS,4,6,2,True,0,0,,,False,False,False,False,False,False
AECOM,CISCO SYSTEMS,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,CONOCOPHILLIPS,1,S.3591,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,CONOCOPHILLIPS,1,H.R.7575,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,CORNING,0,H.R.2968,AECOM,CORNING,2,4,2,True,0,0,,,False,False,False,False,False,False
AECOM,CORNING,0,S.2474,AECOM,CORNING,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,CORNING,0,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,CSX,0,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,CSX,0,S.2302,AECOM,CSX,4,5,1,True,0,0,,,False,False,False,False,False,False
AECOM,CSX,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,CUMMINS,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,CUMMINS,1,S.2302,CUMMINS,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,CUMMINS,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,CUMMINS,1,H.R.7616,AECOM,CUMMINS,6,7,1,True,0,0,,,False,False,False,False,False,False
AECOM,CUMMINS,1,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.8406,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.7616,AECOM,DELTA AIR LINES,6,7,1,True,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,DELTA AIR LINES,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,DUKE ENERGY,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,DUKE ENERGY,1,H.R.21,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,ECOLAB,1,S.3591,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,EDISON INTERNATIONAL,0,H.J.RES.31,AECOM,EDISON INTERNATIONAL,1,4,3,True,0,0,,,False,False,False,False,False,False
AECOM,EDISON INTERNATIONAL,0,S.2302,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,EVERSOURCE ENERGY,0,S.2302,AECOM,EVERSOURCE ENERGY,4,8,4,True,0,0,,,False,False,False,False,False,False
AECOM,FACEBOOK,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,FEDEX,1,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,FEDEX,1,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,FEDEX,1,H.R.7095,,,6,6,0,False,0,0,,,False,False,False,False,False,False
AECOM,FEDEX,1,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,FIRSTENERGY,0,S.2302,AECOM,FIRSTENERGY,4,5,1,True,0,0,,,False,False,False,False,False,False
AECOM,FLUOR,0,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,FLUOR,0,H.R.2960,AECOM,FLUOR,2,3,1,True,0,0,,,False,False,False,False,False,False
AECOM,FLUOR,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,FORD,0,S.2302,FORD,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,S.2582,GENERAL DYNAMICS,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,H.R.3931,GENERAL DYNAMICS,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL DYNAMICS,0,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL ELECTRIC,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,GENERAL ELECTRIC,0,S.2302,GENERAL ELECTRIC,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,GILEAD SCIENCES,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,GRAPHIC PACKAGING HOLDING,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,HEWLETT PACKARD ENTERPRISE,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,HEWLETT PACKARD ENTERPRISE,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,HOLLYFRONTIER,0,H.R.2960,AECOM,HOLLYFRONTIER,2,3,1,True,0,0,,,False,False,False,False,False,False
AECOM,HOLLYFRONTIER,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,HOME DEPOT,0,S.2302,AECOM,HOME DEPOT,4,5,1,True,0,0,,,False,False,False,False,False,False
AECOM,HONEYWELL INTERNATIONAL,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,HONEYWELL INTERNATIONAL,0,H.R.3079,HONEYWELL INTERNATIONAL,AECOM,2,6,4,True,0,0,,,False,False,False,False,False,False
AECOM,HONEYWELL INTERNATIONAL,0,S.1857,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,HONEYWELL INTERNATIONAL,0,S.1706,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,JACOBS ENGINEERING GROUP,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,JACOBS ENGINEERING GROUP,1,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,JACOBS ENGINEERING GROUP,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,JACOBS ENGINEERING GROUP,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,LABORATORY CORP. OF AMERICA,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,LABORATORY CORP. OF AMERICA,1,H.R.8406,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,S.2582,LEIDOS HOLDINGS,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,H.R.3931,LEIDOS HOLDINGS,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,LEIDOS HOLDINGS,0,S.2520,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,LIBERTY MUTUAL INSURANCE GROUP,0,S.2302,AECOM,LIBERTY MUTUAL INSURANCE GROUP,4,7,3,True,0,0,,,False,False,False,False,False,False
AECOM,LOCKHEED MARTIN,0,S.2582,LOCKHEED MARTIN,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,LOCKHEED MARTIN,0,H.R.3931,LOCKHEED MARTIN,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,LOCKHEED MARTIN,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,LOCKHEED MARTIN,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,LOCKHEED MARTIN,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
AECOM,MAGELLAN HEALTH,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
AECOM,MAGELLAN HEALTH,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,MICRON TECHNOLOGY,1,S.2470,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,MICRON TECHNOLOGY,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,S.2582,NORTHROP GRUMMAN,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,H.R.3931,NORTHROP GRUMMAN,AECOM,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,S.2474,,,3,3,0,False,0,0,,,False,False,False,False,False,False
AECOM,NORTHROP GRUMMAN,0,S.2470,AECOM,NORTHROP GRUMMAN,3,4,1,True,0,0,,,False,False,False,False,False,False
AECOM,ORACLE,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
AECOM,ORACLE,1,H.R.1158,,,4,4,0,False,0,0,,,False,False,False,False,False,False
