source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced,directed_bills,lobbyist_mediated,firm_mediated,any_mediated,mean_lag_quarters,net_lob_connected,net_firm_connected,net_any_connected,lobbyist_mediation_rate,firm_mediation_rate,any_mediation_rate
FEDEX,AES,0.045387,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
FIRSTENERGY,AES,0.08864,4,0,0,4,4,0,4.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
GENERAL DYNAMICS,AES,0.029727,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GENERAL MOTORS,AES,0.018634,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
AES,L3HARRIS TECHNOLOGIES,0.299658,0,0,1,1,0,1,,,,,,,,,,,
MARATHON PETROLEUM,AES,0.018634,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
PPL,AES,0.172958,5,0,0,5,5,0,5.0,0.0,0.0,0.0,2.2,False,False,False,0.0,0.0,0.0
AES,QUEST DIAGNOSTICS,0.004542,0,0,1,1,0,1,,,,,,,,,,,
SOUTHERN,AES,0.109083,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
SOUTHWEST AIRLINES,AES,0.168292,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
TESLA,AES,0.075114,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
UNION PACIFIC,AES,0.004542,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
XCEL ENERGY,AES,0.029727,4,0,0,4,4,0,4.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HP,AFLAC,0.074815,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,ALLSTATE,0.122842,0,0,3,3,0,1,,,,,,,,,,,
AIG,ALLY FINANCIAL,0.01566,0,0,2,2,0,1,,,,,,,,,,,
AIG,AMERICAN EXPRESS,0.056574,0,0,1,1,0,1,,,,,,,,,,,
AIG,AMERICAN FAMILY INSURANCE GROUP,0.000619,0,0,1,1,0,1,,,,,,,,,,,
AMERIPRISE FINANCIAL,AIG,0.012826,1,0,4,5,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
AIG,BANK OF AMERICA,0.015876,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,BLACKROCK,0.160481,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,CAPITAL ONE FINANCIAL,0.000342,0,0,1,1,0,1,,,,,,,,,,,
AIG,CHARLES SCHWAB,0.081451,0,0,1,1,0,1,,,,,,,,,,,
AIG,CITIGROUP,0.003142,0,0,1,1,0,1,,,,,,,,,,,
AIG,DISCOVER FINANCIAL SERVICES,0.008082,0,0,1,1,0,1,,,,,,,,,,,
AIG,FIFTH THIRD BANCORP,0.026753,0,0,1,1,0,1,,,,,,,,,,,
AIG,FORD,0.031196,0,0,3,3,0,1,,,,,,,,,,,
HARTFORD FINANCIAL SERVICES,AIG,0.001845,1,0,2,3,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
AIG,HILTON WORLDWIDE HOLDINGS,0.005366,0,0,1,1,0,1,,,,,,,,,,,
INTERNATIONAL PAPER,AIG,0.001042,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,JPMORGAN CHASE & CO.,0.017758,1,0,2,3,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
AIG,KEYCORP,0.057602,0,0,1,1,0,1,,,,,,,,,,,
LIBERTY MUTUAL INSURANCE GROUP,AIG,0.005028,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,LINCOLN NATIONAL,0.034777,1,0,3,4,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
AIG,MARRIOTT INTERNATIONAL,0.002424,0,0,1,1,0,1,,,,,,,,,,,
AIG,MUTUAL OF OMAHA INSURANCE,0.040728,3,0,3,6,3,0,3.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
AIG,NATIONWIDE,0.033892,0,0,1,1,0,1,,,,,,,,,,,
AIG,NEW YORK LIFE INSURANCE,0.087051,0,0,3,3,0,1,,,,,,,,,,,
AIG,NEXTERA ENERGY,0.059155,0,0,1,1,0,1,,,,,,,,,,,
AIG,NORTHERN TRUST,0.224101,2,0,1,3,2,0,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
NORTHWESTERN MUTUAL,AIG,0.062868,1,0,4,5,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
AIG,PNC FINANCIAL SERVICES,0.061263,0,0,2,2,0,1,,,,,,,,,,,
AIG,PRINCIPAL FINANCIAL,0.001319,0,0,4,4,0,1,,,,,,,,,,,
AIG,PRUDENTIAL FINANCIAL,0.062941,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIG,STATE FARM INSURANCE,0.012755,1,0,5,6,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
AIG,SYNCHRONY FINANCIAL,0.053638,0,0,1,1,0,1,,,,,,,,,,,
AIG,TIAA,0.178997,1,1,3,5,0,1,2.0,0.0,0.0,0.0,2.5,False,False,False,0.0,0.0,0.0
AIG,U.S. BANCORP,0.01566,0,0,1,1,0,1,,,,,,,,,,,
AIG,UNITED TECHNOLOGIES,0.015257,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,AIR PRODUCTS & CHEMICALS,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DAVITA,AIR PRODUCTS & CHEMICALS,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,ENERGY TRANSFER,0.082184,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ENTERGY,AIR PRODUCTS & CHEMICALS,0.059155,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,FLUOR,0.318964,1,1,1,3,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,HOLLYFRONTIER,0.02303,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HUNTSMAN,AIR PRODUCTS & CHEMICALS,0.059155,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,JETBLUE AIRWAYS,0.02303,0,0,1,1,0,1,,,,,,,,,,,
LEIDOS HOLDINGS,AIR PRODUCTS & CHEMICALS,0.059155,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
MICRON TECHNOLOGY,AIR PRODUCTS & CHEMICALS,0.182059,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,NORTHROP GRUMMAN,0.082184,1,1,2,4,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ORACLE,AIR PRODUCTS & CHEMICALS,0.059155,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS,OSHKOSH,0.249875,0,0,1,1,0,1,,,,,,,,,,,
AMAZON,ALASKA AIR GROUP,0.084945,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMERICAN AIRLINES GROUP,ALASKA AIR GROUP,0.302014,4,2,10,16,2,0,6.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,BANK OF AMERICA,0.0007,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,BERKSHIRE HATHAWAY,0.000292,1,1,0,2,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,BOSTON SCIENTIFIC,0.068417,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,CAPITAL ONE FINANCIAL,0.044707,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,CARDINAL HEALTH,0.063875,0,0,1,1,0,1,,,,,,,,,,,
CUMMINS,ALASKA AIR GROUP,0.046255,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,DELL TECHNOLOGIES,0.084698,0,0,1,1,0,1,,,,,,,,,,,
DELTA AIR LINES,ALASKA AIR GROUP,0.124279,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,EDISON INTERNATIONAL,0.002223,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,FACEBOOK,0.046008,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,FEDEX,0.173569,3,1,3,7,2,0,4.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,GENERAL MILLS,0.057864,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,GENERAL MOTORS,0.084698,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,HEWLETT PACKARD ENTERPRISE,0.003267,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,HOLLYFRONTIER,0.108016,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,IBM,0.003392,0,0,2,2,0,1,,,,,,,,,,,
ALASKA AIR GROUP,JACOBS ENGINEERING GROUP,0.045387,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,JOHNSON & JOHNSON,0.000799,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
LEIDOS HOLDINGS,ALASKA AIR GROUP,0.023973,1,0,5,6,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,LOCKHEED MARTIN,0.008242,0,0,3,3,0,1,,,,,,,,,,,
ALASKA AIR GROUP,MICRON TECHNOLOGY,0.002937,1,0,0,1,1,0,1.0,0.0,0.0,0.0,7.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,PNC FINANCIAL SERVICES,0.009655,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,PRINCIPAL FINANCIAL,4.5e-05,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,SALESFORCE,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,SOUTHWEST AIRLINES,0.074291,2,1,2,5,1,0,3.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,STANLEY BLACK & DECKER,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,U.S. BANCORP,0.01566,0,0,1,1,0,1,,,,,,,,,,,
ALASKA AIR GROUP,UNION PACIFIC,0.000211,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,UNITED AIRLINES HOLDINGS,0.165852,2,2,12,16,0,1,4.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,UNITED TECHNOLOGIES,8.1e-05,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALASKA AIR GROUP,WEYERHAEUSER,0.112792,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,ALTRIA GROUP,0.001024,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,AMAZON,0.000166,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,AMERICAN EXPRESS,0.056574,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
ALLSTATE,AMERICAN FAMILY INSURANCE GROUP,0.058136,2,2,6,10,0,1,4.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,AMERIPRISE FINANCIAL,0.046566,1,0,4,5,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,ASSURANT,0.003474,0,0,4,4,0,1,,,,,,,,,,,
AT&T,ALLSTATE,0.035163,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,BANK OF AMERICA,0.003967,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,BLACKROCK,0.104542,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CBS,ALLSTATE,0.035675,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,COCA-COLA,0.000347,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
ALLSTATE,CUMMINS,0.000166,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,FORD,0.025185,0,0,3,3,0,1,,,,,,,,,,,
ALLSTATE,FOX CORP,0.027594,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,HARTFORD FINANCIAL SERVICES,0.150515,2,0,3,5,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,HEWLETT PACKARD ENTERPRISE,0.120024,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,IBM,0.046008,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,JOHNSON & JOHNSON,0.001301,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,JPMORGAN CHASE & CO.,0.0039,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,LINCOLN NATIONAL,0.010056,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALLSTATE,LOCKHEED MARTIN,0.120823,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,MICROSOFT,0.084698,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,MUTUAL OF OMAHA INSURANCE,0.012896,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,NATIONWIDE,0.013706,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,NORTHWESTERN MUTUAL,0.001618,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,PEPSICO,0.00145,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
ALLSTATE,PRINCIPAL FINANCIAL,0.039406,0,0,5,5,0,1,,,,,,,,,,,
ALLSTATE,PRUDENTIAL FINANCIAL,0.081853,1,0,4,5,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,RAYTHEON,0.000468,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,SEMPRA ENERGY,0.093989,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
ALLSTATE,STATE FARM INSURANCE,0.007917,3,0,0,3,3,0,3.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALLSTATE,SYNCHRONY FINANCIAL,0.008251,1,0,1,2,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
ALLSTATE,TIAA,0.395569,1,0,4,5,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,UNITED TECHNOLOGIES,0.0039,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLSTATE,VERIZON,0.120823,0,0,1,1,0,1,,,,,,,,,,,
ALLSTATE,W.R. BERKLEY,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLY FINANCIAL,AMERICAN EXPRESS,0.288565,0,0,2,2,0,1,,,,,,,,,,,
ALLY FINANCIAL,BANK OF NEW YORK MELLON,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
ALLY FINANCIAL,CITIZENS FINANCIAL GROUP,0.113505,0,0,2,2,0,1,,,,,,,,,,,
ALLY FINANCIAL,DANAHER,0.03869,0,0,2,2,0,1,,,,,,,,,,,
ALLY FINANCIAL,FIFTH THIRD BANCORP,0.288565,0,0,2,2,0,1,,,,,,,,,,,
ALLY FINANCIAL,GOLDMAN SACHS GROUP,0.036125,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,KEYCORP,0.138565,0,0,2,2,0,1,,,,,,,,,,,
ALLY FINANCIAL,NORTHERN TRUST,0.288565,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,NORTHWESTERN MUTUAL,0.288565,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,ONEOK,0.02303,0,0,1,1,0,1,,,,,,,,,,,
PNC FINANCIAL SERVICES,ALLY FINANCIAL,0.288565,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALLY FINANCIAL,QUEST DIAGNOSTICS,0.01566,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,REGIONS FINANCIAL,0.249875,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,STATE STREET CORP.,0.15,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALLY FINANCIAL,SYNCHRONY FINANCIAL,0.288565,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,U.S. BANCORP,0.288565,0,0,1,1,0,1,,,,,,,,,,,
ALLY FINANCIAL,VISA,0.15,0,0,1,1,0,1,,,,,,,,,,,
ALPHABET,AMAZON,0.081451,0,0,1,1,0,1,,,,,,,,,,,
ALPHABET,APPLE,0.099875,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
APPLIED MATERIALS,ALPHABET,0.157739,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AT&T,ALPHABET,0.010017,2,0,1,3,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CHARTER COMMUNICATIONS,ALPHABET,0.00956,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALPHABET,CISCO SYSTEMS,0.141162,0,0,2,2,0,1,,,,,,,,,,,
ALPHABET,CITIGROUP,0.000819,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,ALPHABET,0.169761,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
COMCAST,ALPHABET,0.249875,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CUMMINS,ALPHABET,0.204912,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,FACEBOOK,0.159466,2,1,3,6,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,ALPHABET,0.204912,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,HILTON WORLDWIDE HOLDINGS,0.000819,0,0,1,1,0,1,,,,,,,,,,,
ALPHABET,HOME DEPOT,0.004783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALPHABET,HUMANA,0.000819,0,0,1,1,0,1,,,,,,,,,,,
IBM,ALPHABET,0.017576,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,True,False,True,0.0,0.0,0.0
ALPHABET,IHEARTMEDIA,0.085521,0,0,2,2,0,1,,,,,,,,,,,
INTEL,ALPHABET,0.181326,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,INTUIT,0.068257,2,0,0,2,2,0,2.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
ALPHABET,LABORATORY CORP. OF AMERICA,0.000819,0,0,1,1,0,1,,,,,,,,,,,
ALPHABET,LUMEN TECHNOLOGIES,0.330507,0,0,1,1,0,1,,,,,,,,,,,
MICRON TECHNOLOGY,ALPHABET,0.101344,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
MICROSOFT,ALPHABET,0.247673,2,1,1,4,1,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,ORACLE,0.200358,2,0,3,5,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PRINCIPAL FINANCIAL,ALPHABET,0.013034,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,RAYTHEON,0.004783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
SALESFORCE,ALPHABET,0.138565,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
TEXAS INSTRUMENTS,ALPHABET,0.204912,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALPHABET,UNITED TECHNOLOGIES,0.000819,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALPHABET,VERIZON,0.014343,0,0,2,2,0,1,,,,,,,,,,,
ALTRIA GROUP,AMERIPRISE FINANCIAL,0.000166,0,0,1,1,0,1,,,,,,,,,,,
ALTRIA GROUP,BANK OF AMERICA,0.000924,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,COCA-COLA,0.020227,1,1,2,4,0,1,2.0,0.0,0.0,0.0,2.5,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,FEDEX,0.000799,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,HARTFORD FINANCIAL SERVICES,0.001024,0,0,1,1,0,1,,,,,,,,,,,
ALTRIA GROUP,JPMORGAN CHASE & CO.,0.000858,0,0,1,1,0,1,,,,,,,,,,,
ALTRIA GROUP,MUTUAL OF OMAHA INSURANCE,0.001024,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,PRINCIPAL FINANCIAL,0.001024,0,0,1,1,0,1,,,,,,,,,,,
ALTRIA GROUP,RAYTHEON,0.000468,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,STATE FARM INSURANCE,0.000677,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,TIAA,0.001024,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ALTRIA GROUP,UNITED TECHNOLOGIES,0.000858,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,AMEREN,0.0007,0,0,1,1,0,1,,,,,,,,,,,
AMAZON,AMERICAN AIRLINES GROUP,0.000617,0,0,1,1,0,1,,,,,,,,,,,
AMERICAN FAMILY INSURANCE GROUP,AMAZON,0.020838,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
APPLIED MATERIALS,AMAZON,0.057864,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AT&T,AMAZON,0.007482,3,0,0,3,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
AMAZON,BALL,0.108341,0,0,3,3,0,1,,,,,,,,,,,
BANK OF AMERICA,AMAZON,0.000148,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,BECTON DICKINSON,0.003733,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,BERKSHIRE HATHAWAY,0.000617,0,0,1,1,0,1,,,,,,,,,,,
AMAZON,BOSTON SCIENTIFIC,0.068417,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
AMAZON,CAPITAL ONE FINANCIAL,0.059688,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,CARDINAL HEALTH,0.31375,0,0,1,1,0,1,,,,,,,,,,,
CBS,AMAZON,0.01445,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
CHARTER COMMUNICATIONS,AMAZON,0.001643,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,CISCO SYSTEMS,0.083674,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,AMAZON,0.063875,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,CORNING,0.000799,0,0,1,1,0,1,,,,,,,,,,,
CUMMINS,AMAZON,0.153722,3,0,3,6,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DELL TECHNOLOGIES,AMAZON,0.213084,3,1,1,5,2,0,4.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
AMAZON,DELTA AIR LINES,0.001416,0,0,2,2,0,1,,,,,,,,,,,
AMAZON,DUKE ENERGY,0.000799,0,0,1,1,0,1,,,,,,,,,,,
AMAZON,ENTERGY,0.000799,0,0,1,1,0,1,,,,,,,,,,,
