source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced
CONSOLIDATED EDISON,WHIRLPOOL,0.014093,1,0,0,1,1,0
WINDSTREAM HOLDINGS,CONSOLIDATED EDISON,0.006418,1,0,1,2,1,0
XCEL ENERGY,CONSOLIDATED EDISON,0.011765,2,0,0,2,2,0
CORNING,CUMMINS,0.060026,0,0,1,1,0,1
DEERE,CORNING,0.006388,1,0,0,1,1,0
CORNING,DICK'S SPORTING GOODS,0.03869,1,0,0,1,1,0
DISH NETWORK,CORNING,0.091048,2,1,0,3,1,0
CORNING,DUPONT DE NEMOURS,0.004028,0,0,2,2,0,1
CORNING,EBAY,0.017976,1,1,1,3,0,1
CORNING,EXELON,0.000424,1,0,0,1,1,0
CORNING,EXXONMOBIL,0.011164,0,0,1,1,0,1
FACEBOOK,CORNING,0.006388,1,0,0,1,1,0
CORNING,FORD,0.033273,0,0,1,1,0,1
CORNING,GENERAL DYNAMICS,0.18293,0,0,1,1,0,1
GENERAL ELECTRIC,CORNING,0.105996,3,0,1,4,3,0
CORNING,GENERAL MOTORS,0.020553,1,0,2,3,1,0
CORNING,GILEAD SCIENCES,0.21375,1,0,0,1,1,0
CORNING,GOODYEAR TIRE & RUBBER,0.074815,1,0,0,1,1,0
HARTFORD FINANCIAL SERVICES,CORNING,0.000424,1,0,0,1,1,0
CORNING,HONEYWELL INTERNATIONAL,0.053638,1,0,0,1,1,0
CORNING,HUNTSMAN,0.181326,0,0,1,1,0,1
IBM,CORNING,0.006388,1,0,1,2,1,0
IHEARTMEDIA,CORNING,0.010416,3,0,0,3,3,0
INTEL,CORNING,0.141811,2,0,2,4,2,0
CORNING,MARATHON OIL,0.000424,0,0,1,1,0,1
MICROSOFT,CORNING,0.091048,2,0,2,4,2,0
CORNING,MOTOROLA SOLUTIONS,0.055279,1,0,0,1,1,0
ORACLE,CORNING,0.050753,2,0,1,3,2,0
PEPSICO,CORNING,0.006388,1,0,0,1,1,0
CORNING,PPL,0.00848,1,0,0,1,1,0
PRUDENTIAL FINANCIAL,CORNING,0.000424,1,0,0,1,1,0
QUALCOMM,CORNING,0.040059,3,0,2,5,3,0
TEXAS INSTRUMENTS,CORNING,0.027992,2,0,2,4,2,0
CORNING,THERMO FISHER SCIENTIFIC,0.008016,1,1,0,2,0,1
VERIZON,CORNING,0.000424,1,0,1,2,1,0
CORNING,WHIRLPOOL,0.040845,1,0,0,1,1,0
CORNING,ZIMMER BIOMET HOLDINGS,0.037845,1,1,0,2,0,1
CSX,DAVITA,0.014027,0,0,1,1,0,1
CSX,DEAN FOODS,0.157739,1,0,0,1,1,0
CSX,DOMINION ENERGY,0.044707,1,0,1,2,1,0
CSX,DTE ENERGY,0.008822,0,0,1,1,0,1
CSX,DUKE ENERGY,0.033615,0,0,2,2,0,1
CSX,DXC TECHNOLOGY,0.018634,0,0,1,1,0,1
CSX,EDISON INTERNATIONAL,0.143765,0,0,3,3,0,1
CSX,ELI LILLY,0.026767,0,0,2,2,0,1
CSX,ENTERGY,0.083397,0,0,2,2,0,1
CSX,EXELON,0.022288,0,0,2,2,0,1
CSX,EXXONMOBIL,0.00673,0,0,1,1,0,1
CSX,FEDEX,0.012263,1,0,2,3,1,0
CSX,FLUOR,0.001474,1,0,0,1,1,0
CSX,GENERAL MILLS,0.122905,0,0,1,1,0,1
CSX,HOLLYFRONTIER,0.001291,1,0,0,1,1,0
CSX,HOME DEPOT,0.183272,0,0,1,1,0,1
CSX,HONEYWELL INTERNATIONAL,0.026885,1,0,0,1,1,0
CSX,IBM,0.000342,1,0,2,3,1,0
CSX,INTEL,0.022288,0,0,2,2,0,1
CSX,INTERNATIONAL PAPER,0.183272,0,0,1,1,0,1
CSX,INTUIT,0.053638,0,0,1,1,0,1
CSX,JPMORGAN CHASE & CO.,0.001291,1,0,0,1,1,0
CSX,L3HARRIS TECHNOLOGIES,0.011506,1,0,0,1,1,0
CSX,LAND O'LAKES,0.014981,1,0,0,1,1,0
CSX,LEIDOS HOLDINGS,0.029821,0,0,1,1,0,1
LOCKHEED MARTIN,CSX,0.083397,1,0,1,2,1,0
CSX,LOEWS,0.104391,2,1,0,3,1,0
CSX,MARRIOTT INTERNATIONAL,0.000342,1,1,0,2,0,1
CSX,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.014981,1,1,0,2,0,1
CSX,METLIFE,0.128105,0,0,2,2,0,1
CSX,MUTUAL OF OMAHA INSURANCE,0.060368,0,0,1,1,0,1
CSX,NATIONWIDE,0.033615,0,0,1,1,0,1
CSX,NAVIENT,0.028526,0,0,2,2,0,1
CSX,NEXTERA ENERGY,0.00673,0,0,1,1,0,1
NORFOLK SOUTHERN,CSX,0.283379,3,0,7,10,3,0
CSX,NORTHROP GRUMMAN,0.03438,0,0,3,3,0,1
CSX,OCCIDENTAL PETROLEUM,0.071891,0,0,1,1,0,1
CSX,ORACLE,0.000342,0,0,1,1,0,1
CSX,OWENS-ILLINOIS,0.112792,1,0,1,2,1,0
CSX,PACKAGING CORP. OF AMERICA,0.176542,0,0,1,1,0,1
CSX,PEPSICO,0.002766,1,0,0,1,1,0
CSX,PG&E,0.010261,2,0,1,3,2,0
CSX,PPG INDUSTRIES,0.03638,0,0,2,2,0,1
CSX,PUBLIC SERVICE ENTERPRISE GROUP,0.003793,0,0,1,1,0,1
CSX,QUALCOMM,0.083397,0,0,1,1,0,1
CSX,ROCKWELL COLLINS,0.007495,0,0,2,2,0,1
CSX,SEMPRA ENERGY,0.045121,0,0,2,2,0,1
CSX,SOUTHERN,0.025533,1,0,1,2,1,0
CSX,SOUTHWEST AIRLINES,0.033615,1,0,1,2,1,0
STATE FARM INSURANCE,CSX,0.144107,1,0,2,3,1,0
CSX,TARGET,0.074576,0,0,2,2,0,1
CSX,TENET HEALTHCARE,0.03438,0,0,2,2,0,1
TRAVELERS,CSX,0.069712,1,0,2,3,1,0
CSX,UNION PACIFIC,0.287906,1,1,8,10,0,1
CSX,UNITED AIRLINES HOLDINGS,0.009837,1,1,1,3,0,1
CSX,UNITED PARCEL SERVICE,0.003793,1,0,0,1,1,0
CSX,UNITED STATES STEEL,0.018634,0,0,1,1,0,1
CSX,UNITED TECHNOLOGIES,0.011506,0,0,1,1,0,1
CSX,USAA,0.062314,0,0,2,2,0,1
CSX,VERIZON,0.00673,0,0,1,1,0,1
CSX,VISA,0.093982,1,0,1,2,1,0
CSX,WEYERHAEUSER,0.119522,0,0,1,1,0,1
CSX,WINDSTREAM HOLDINGS,0.135229,0,0,3,3,0,1
CSX,XCEL ENERGY,0.083397,0,0,1,1,0,1
CUMMINS,DEERE,0.19961,3,0,1,4,3,0
CUMMINS,DOMINION ENERGY,0.013338,1,0,2,3,1,0
DTE ENERGY,CUMMINS,0.029188,2,0,1,3,2,0
CUMMINS,DUPONT DE NEMOURS,0.098612,3,0,3,6,3,0
EDISON INTERNATIONAL,CUMMINS,0.006398,2,0,2,4,2,0
EMERSON ELECTRIC,CUMMINS,0.138565,2,0,1,3,2,0
ENTERGY,CUMMINS,0.002932,3,0,1,4,3,0
CUMMINS,EXELON,0.013514,3,0,0,3,3,0
CUMMINS,FACEBOOK,0.200365,2,1,2,5,1,0
CUMMINS,FIFTH THIRD BANCORP,0.005094,0,0,1,1,0,1
FIRSTENERGY,CUMMINS,0.088806,1,0,4,5,1,0
CUMMINS,FLUOR,0.011327,1,0,3,4,1,0
CUMMINS,FORD,0.033598,1,1,3,5,0,1
CUMMINS,GENERAL DYNAMICS,0.038,0,0,10,10,0,1
GENERAL ELECTRIC,CUMMINS,0.134134,1,0,4,5,1,0
CUMMINS,GENERAL MOTORS,0.028137,0,0,3,3,0,1
CUMMINS,GOODYEAR TIRE & RUBBER,0.01566,1,0,1,2,1,0
HARTFORD FINANCIAL SERVICES,CUMMINS,0.029592,2,1,0,3,1,0
HCA HEALTHCARE,CUMMINS,0.015257,1,0,0,1,1,0
CUMMINS,HOME DEPOT,0.000594,0,0,2,2,0,1
CUMMINS,HONEYWELL INTERNATIONAL,0.053638,1,0,3,4,1,0
CUMMINS,HUMANA,0.005482,2,0,1,3,2,0
CUMMINS,HUNTSMAN,0.058421,0,0,1,1,0,1
IBM,CUMMINS,0.062792,2,0,5,7,2,0
CUMMINS,IHEARTMEDIA,4.5e-05,0,0,1,1,0,1
INTEL,CUMMINS,0.016874,1,0,1,2,1,0
CUMMINS,INTERNATIONAL PAPER,0.000501,0,0,1,1,0,1
JOHNSON & JOHNSON,CUMMINS,0.027302,1,0,1,2,1,0
CUMMINS,JPMORGAN CHASE & CO.,0.040625,1,0,2,3,1,0
CUMMINS,L3HARRIS TECHNOLOGIES,0.01606,1,0,6,7,1,0
LIBERTY MUTUAL INSURANCE GROUP,CUMMINS,0.000166,1,0,0,1,1,0
CUMMINS,LINCOLN NATIONAL,0.018803,0,0,1,1,0,1
LOCKHEED MARTIN,CUMMINS,0.148202,2,1,5,8,1,0
CUMMINS,MARRIOTT INTERNATIONAL,0.004351,2,0,0,2,2,0
CUMMINS,MASCO,0.027412,1,1,0,2,0,1
CUMMINS,MICROSOFT,0.135587,1,0,4,5,1,0
CUMMINS,MOTOROLA SOLUTIONS,0.006418,0,0,1,1,0,1
CUMMINS,NORFOLK SOUTHERN,4.5e-05,0,0,1,1,0,1
CUMMINS,NORTHERN TRUST,0.074815,0,0,2,2,0,1
CUMMINS,NORTHROP GRUMMAN,0.03405,1,0,5,6,1,0
NORTHWESTERN MUTUAL,CUMMINS,0.061698,2,0,1,3,2,0
ORACLE,CUMMINS,0.023215,4,0,0,4,4,0
PEPSICO,CUMMINS,0.016281,1,0,0,1,1,0
PG&E,CUMMINS,0.003613,2,0,2,4,2,0
PHILLIPS 66,CUMMINS,0.012379,2,0,3,5,2,0
CUMMINS,PPG INDUSTRIES,0.023877,1,0,9,10,1,0
CUMMINS,PPL,0.211902,1,1,3,5,0,1
CUMMINS,PRINCIPAL FINANCIAL,0.006389,1,0,0,1,1,0
PRUDENTIAL FINANCIAL,CUMMINS,0.048075,3,0,0,3,3,0
CUMMINS,PUBLIC SERVICE ENTERPRISE GROUP,0.002592,0,0,1,1,0,1
QUALCOMM,CUMMINS,0.01445,1,0,1,2,1,0
RAYTHEON,CUMMINS,0.066902,2,0,8,10,2,0
CUMMINS,ROCKWELL COLLINS,0.000766,2,0,1,3,2,0
SEMPRA ENERGY,CUMMINS,0.01452,1,0,2,3,1,0
CUMMINS,SOUTHERN,0.106261,1,1,4,6,0,1
TEXAS INSTRUMENTS,CUMMINS,0.04191,1,0,3,4,1,0
CUMMINS,UNITED PARCEL SERVICE,0.00448,1,0,2,3,1,0
CUMMINS,UNITED TECHNOLOGIES,0.042202,2,2,7,11,0,1
VERIZON,CUMMINS,0.026933,1,0,1,2,1,0
WELLS FARGO,CUMMINS,0.167554,2,1,2,5,1,0
CUMMINS,WEYERHAEUSER,0.002959,0,0,4,4,0,1
CUMMINS,WHIRLPOOL,0.354596,2,0,2,4,2,0
XCEL ENERGY,CUMMINS,0.010123,1,0,0,1,1,0
CVS HEALTH,EBAY,0.033615,0,0,1,1,0,1
ELI LILLY,CVS HEALTH,0.018757,1,0,0,1,1,0
CVS HEALTH,FEDEX,0.016243,1,0,3,4,1,0
CVS HEALTH,FIFTH THIRD BANCORP,0.034448,0,0,1,1,0,1
HCA HEALTHCARE,CVS HEALTH,0.02237,1,0,2,3,1,0
CVS HEALTH,HUMANA,0.04554,1,0,3,4,1,0
CVS HEALTH,INTEL,0.000556,0,0,1,1,0,1
CVS HEALTH,INTERNATIONAL PAPER,0.060869,0,0,1,1,0,1
JOHNSON & JOHNSON,CVS HEALTH,0.007925,1,0,2,3,1,0
CVS HEALTH,JPMORGAN CHASE & CO.,0.000556,0,0,1,1,0,1
CVS HEALTH,MCKESSON,0.016974,3,1,2,6,2,0
MERCK,CVS HEALTH,0.037603,1,0,4,5,1,0
MUTUAL OF OMAHA INSURANCE,CVS HEALTH,0.002773,1,0,2,3,1,0
CVS HEALTH,NCR,0.008082,1,0,0,1,1,0
CVS HEALTH,ORACLE,0.000556,0,0,2,2,0,1
CVS HEALTH,OWENS & MINOR,0.033201,1,1,3,5,0,1
CVS HEALTH,PACKAGING CORP. OF AMERICA,0.008251,0,0,1,1,0,1
CVS HEALTH,PFIZER,0.001641,1,0,0,1,1,0
RITE AID,CVS HEALTH,0.125959,4,0,8,12,4,0
CVS HEALTH,STATE FARM INSURANCE,0.026366,0,0,1,1,0,1
TARGET,CVS HEALTH,0.066297,3,0,0,3,3,0
CVS HEALTH,TENET HEALTHCARE,0.011848,0,0,2,2,0,1
CVS HEALTH,UNITED PARCEL SERVICE,0.061804,1,1,2,4,0,1
DISCOVER FINANCIAL SERVICES,DARDEN RESTAURANTS,0.008082,1,0,0,1,1,0
DARDEN RESTAURANTS,DXC TECHNOLOGY,0.057864,1,0,0,1,1,0
DARDEN RESTAURANTS,ECOLAB,0.008082,2,0,0,2,2,0
DARDEN RESTAURANTS,MCDONALD'S,0.157739,1,0,0,1,1,0
DARDEN RESTAURANTS,MOTOROLA SOLUTIONS,0.093989,1,0,0,1,1,0
DARDEN RESTAURANTS,RITE AID,0.008082,1,0,1,2,1,0
YUM BRANDS,DARDEN RESTAURANTS,0.062091,5,0,0,5,5,0
DAVITA,DXC TECHNOLOGY,0.010552,0,0,1,1,0,1
DAVITA,EXELON,0.014027,0,0,2,2,0,1
DAVITA,FRANKLIN RESOURCES,0.299658,0,0,1,1,0,1
DAVITA,GENERAL DYNAMICS,0.321766,1,0,0,1,1,0
DAVITA,GILEAD SCIENCES,0.06375,1,0,0,1,1,0
DAVITA,HONEYWELL INTERNATIONAL,0.014027,1,0,0,1,1,0
INTEL,DAVITA,0.008016,1,0,1,2,1,0
DAVITA,JOHNSON & JOHNSON,0.033201,0,0,1,1,0,1
DAVITA,LEIDOS HOLDINGS,0.014027,0,0,1,1,0,1
DAVITA,LINCOLN NATIONAL,0.033201,0,0,1,1,0,1
DAVITA,MCKESSON,0.022108,0,0,1,1,0,1
DAVITA,NATIONWIDE,0.014027,0,0,1,1,0,1
DAVITA,NAVIENT,0.014027,0,0,1,1,0,1
DAVITA,OWENS & MINOR,0.071891,0,0,1,1,0,1
DAVITA,PFIZER,0.171766,0,0,1,1,0,1
DAVITA,PPG INDUSTRIES,0.014027,0,0,1,1,0,1
DAVITA,PRUDENTIAL FINANCIAL,0.048861,0,0,1,1,0,1
DAVITA,REINSURANCE GROUP OF AMERICA,0.122905,1,0,0,1,1,0
DAVITA,SOUTHWEST AIRLINES,0.014027,0,0,1,1,0,1
DAVITA,TENET HEALTHCARE,0.122042,0,0,2,2,0,1
DAVITA,WELLCARE HEALTH PLANS,0.02303,0,0,1,1,0,1
DEAN FOODS,DEERE,0.100781,1,0,3,4,1,0
DEAN FOODS,DELTA AIR LINES,0.057864,0,0,1,1,0,1
DEAN FOODS,DUPONT DE NEMOURS,0.019174,1,0,1,2,1,0
GENERAL MILLS,DEAN FOODS,0.145934,1,0,1,2,1,0
HERSHEY,DEAN FOODS,0.026753,1,0,0,1,1,0
HOME DEPOT,DEAN FOODS,0.157739,1,0,0,1,1,0
DEAN FOODS,INTERNATIONAL PAPER,0.157739,1,1,0,2,0,1
DEAN FOODS,KROGER,0.034835,0,0,1,1,0,1
DEAN FOODS,MARSH & MCLENNAN,0.093989,0,0,1,1,0,1
NORFOLK SOUTHERN,DEAN FOODS,0.157739,2,0,1,3,2,0
OWENS-ILLINOIS,DEAN FOODS,0.093989,1,0,0,1,1,0
PACKAGING CORP. OF AMERICA,DEAN FOODS,0.157739,1,0,1,2,1,0
DEAN FOODS,PEPSICO,0.016164,0,0,5,5,0,1
DEAN FOODS,PHILIP MORRIS INTERNATIONAL,0.15,0,0,1,1,0,1
DEAN FOODS,REPUBLIC SERVICES,0.02303,0,0,1,1,0,1
UNION PACIFIC,DEAN FOODS,0.157739,1,0,1,2,1,0
WEYERHAEUSER,DEAN FOODS,0.093989,2,0,2,4,2,0
DEAN FOODS,WINDSTREAM HOLDINGS,0.008082,0,0,2,2,0,1
DELTA AIR LINES,DEERE,0.065163,1,0,2,3,1,0
DISH NETWORK,DEERE,0.011783,1,0,0,1,1,0
DTE ENERGY,DEERE,0.012461,1,0,0,1,1,0
DEERE,DUPONT DE NEMOURS,0.268578,3,0,0,3,3,0
EBAY,DEERE,0.008822,1,0,0,1,1,0
ELI LILLY,DEERE,0.033012,1,0,3,4,1,0
DEERE,EXELON,0.006496,2,0,0,2,2,0
EXXONMOBIL,DEERE,0.009776,1,0,0,1,1,0
FACEBOOK,DEERE,0.033207,2,0,1,3,2,0
FIFTH THIRD BANCORP,DEERE,0.004748,1,0,0,1,1,0
FIRSTENERGY,DEERE,0.088071,1,0,1,2,1,0
FORD,DEERE,0.025981,2,1,0,3,1,0
GENERAL ELECTRIC,DEERE,0.084352,2,0,0,2,2,0
DEERE,GENERAL MOTORS,0.009776,0,0,1,1,0,1
DEERE,HARTFORD FINANCIAL SERVICES,0.00172,0,0,1,1,0,1
DEERE,HOLLYFRONTIER,0.012584,0,0,3,3,0,1
IBM,DEERE,0.036657,4,0,0,4,4,0
DEERE,IHEARTMEDIA,0.020476,1,0,0,1,1,0
DEERE,ILLINOIS TOOL WORKS,0.004542,1,0,0,1,1,0
INTEL,DEERE,0.022507,1,0,2,3,1,0
DEERE,INTERNATIONAL PAPER,0.033266,1,0,1,2,1,0
DEERE,INTUIT,0.012792,1,0,0,1,1,0
JPMORGAN CHASE & CO.,DEERE,0.034569,1,0,1,2,1,0
DEERE,KROGER,0.045387,0,0,1,1,0,1
DEERE,LAND O'LAKES,0.014119,2,0,1,3,2,0
LOCKHEED MARTIN,DEERE,0.204828,1,0,4,5,1,0
DEERE,LOWE'S,0.014027,0,0,1,1,0,1
MARATHON OIL,DEERE,0.084352,1,0,0,1,1,0
DEERE,MARRIOTT INTERNATIONAL,0.00372,0,0,1,1,0,1
MARSH & MCLENNAN,DEERE,0.040845,1,0,1,2,1,0
DEERE,METLIFE,0.004748,0,0,1,1,0,1
MICROSOFT,DEERE,0.021154,2,0,0,2,2,0
MOTOROLA SOLUTIONS,DEERE,0.006418,1,0,0,1,1,0
NEXTERA ENERGY,DEERE,0.000453,1,0,0,1,1,0
NORFOLK SOUTHERN,DEERE,0.010791,1,0,1,2,1,0
NORTHERN TRUST,DEERE,0.074815,1,0,0,1,1,0
NORTHWESTERN MUTUAL,DEERE,0.026487,1,0,0,1,1,0
ORACLE,DEERE,0.032937,2,0,0,2,2,0
DEERE,PACKAGING CORP. OF AMERICA,0.018803,0,0,1,1,0,1
PEPSICO,DEERE,0.027548,2,0,3,5,2,0
DEERE,PPG INDUSTRIES,0.000556,0,0,1,1,0,1
DEERE,PPL,0.191911,1,1,0,2,0,1
DEERE,PRINCIPAL FINANCIAL,0.006043,0,0,1,1,0,1
DEERE,PRUDENTIAL FINANCIAL,0.00172,1,0,0,1,1,0
PUBLIC SERVICE ENTERPRISE GROUP,DEERE,0.002246,1,0,0,1,1,0
QUALCOMM,DEERE,0.028396,2,0,0,2,2,0
RAYTHEON,DEERE,0.026487,1,0,1,2,1,0
SEMPRA ENERGY,DEERE,0.006043,1,0,0,1,1,0
SOUTHERN,DEERE,0.086597,2,0,1,3,2,0
TEXAS INSTRUMENTS,DEERE,0.033615,3,0,0,3,3,0
THERMO FISHER SCIENTIFIC,DEERE,0.003474,1,0,0,1,1,0
DEERE,UNION PACIFIC,0.010523,0,0,2,2,0,1
UNITED AIRLINES HOLDINGS,DEERE,0.000453,1,0,0,1,1,0
DEERE,UNITED PARCEL SERVICE,0.020476,0,0,1,1,0,1
DEERE,UNITED TECHNOLOGIES,0.006721,2,1,0,3,1,0
DEERE,USAA,0.004748,0,0,1,1,0,1
VERIZON,DEERE,0.00172,1,0,0,1,1,0
DEERE,WELLS FARGO,0.123151,3,1,0,4,2,0
WEYERHAEUSER,DEERE,0.021099,1,0,2,3,1,0
DEERE,WHIRLPOOL,0.3275,0,0,2,2,0,1
WINDSTREAM HOLDINGS,DEERE,0.032259,1,0,2,3,1,0
YUM BRANDS,DEERE,0.028446,1,0,1,2,1,0
DELTA AIR LINES,DTE ENERGY,0.004066,0,0,1,1,0,1
DELTA AIR LINES,DUKE ENERGY,4.5e-05,0,0,1,1,0,1
DELTA AIR LINES,DUPONT DE NEMOURS,4.5e-05,1,0,0,1,1,0
DELTA AIR LINES,EDISON INTERNATIONAL,0.0001,0,0,1,1,0,1
DELTA AIR LINES,ELI LILLY,0.010741,0,0,2,2,0,1
ENTERGY,DELTA AIR LINES,0.0001,1,0,0,1,1,0
DELTA AIR LINES,EXELON,0.014108,0,0,2,2,0,1
DELTA AIR LINES,EXXONMOBIL,0.001301,0,0,1,1,0,1
DELTA AIR LINES,FEDEX,0.096613,2,1,4,7,1,0
DELTA AIR LINES,FIRSTENERGY,0.012807,0,0,1,1,0,1
GENERAL DYNAMICS,DELTA AIR LINES,0.048237,2,0,5,7,2,0
GENERAL ELECTRIC,DELTA AIR LINES,0.002066,1,0,0,1,1,0
GENERAL MOTORS,DELTA AIR LINES,0.011484,2,0,0,2,2,0
DELTA AIR LINES,HARTFORD FINANCIAL SERVICES,0.012807,0,0,1,1,0,1
DELTA AIR LINES,HOLLYFRONTIER,0.000766,1,0,1,2,1,0
DELTA AIR LINES,HUMANA,0.0001,1,0,0,1,1,0
DELTA AIR LINES,IBM,0.000468,1,0,0,1,1,0
DELTA AIR LINES,INTEL,0.001917,0,0,2,2,0,1
DELTA AIR LINES,INTERNATIONAL PAPER,0.001793,0,0,1,1,0,1
DELTA AIR LINES,KROGER,0.045387,0,0,1,1,0,1
L3HARRIS TECHNOLOGIES,DELTA AIR LINES,0.046528,2,1,5,8,1,0
DELTA AIR LINES,LAND O'LAKES,0.003042,1,0,0,1,1,0
LOCKHEED MARTIN,DELTA AIR LINES,0.008708,2,0,2,4,2,0
DELTA AIR LINES,MARATHON OIL,0.012807,0,0,1,1,0,1
DELTA AIR LINES,MARRIOTT INTERNATIONAL,8.1e-05,1,0,0,1,1,0
DELTA AIR LINES,MARSH & MCLENNAN,0.063875,0,0,1,1,0,1
DELTA AIR LINES,MERCK,0.004481,1,0,2,3,1,0
DELTA AIR LINES,MUTUAL OF OMAHA INSURANCE,0.012807,0,0,1,1,0,1
DELTA AIR LINES,NATIONWIDE,0.005367,1,0,1,2,1,0
DELTA AIR LINES,NAVIENT,0.006418,0,0,3,3,0,1
NEXTERA ENERGY,DELTA AIR LINES,0.000715,1,0,1,2,1,0
NORFOLK SOUTHERN,DELTA AIR LINES,0.014549,1,0,2,3,1,0
DELTA AIR LINES,NORTHROP GRUMMAN,0.029406,0,0,4,4,0,1
DELTA AIR LINES,NORTHWESTERN MUTUAL,0.0001,0,0,1,1,0,1
DELTA AIR LINES,PEABODY ENERGY,0.012807,0,0,1,1,0,1
DELTA AIR LINES,PEPSICO,0.007892,1,0,3,4,1,0
DELTA AIR LINES,PG&E,0.001301,0,0,1,1,0,1
DELTA AIR LINES,PHILLIPS 66,0.002,0,0,3,3,0,1
DELTA AIR LINES,PPG INDUSTRIES,0.000982,0,0,2,2,0,1
DELTA AIR LINES,PRINCIPAL FINANCIAL,0.012807,0,0,1,1,0,1
DELTA AIR LINES,PUBLIC SERVICE ENTERPRISE GROUP,0.002066,0,0,1,1,0,1
RAYTHEON,DELTA AIR LINES,0.034564,2,0,6,8,2,0
DELTA AIR LINES,REPUBLIC SERVICES,0.02303,0,0,1,1,0,1
ROCKWELL COLLINS,DELTA AIR LINES,0.015876,2,0,4,6,2,0
SOUTHERN,DELTA AIR LINES,0.006736,1,0,1,2,1,0
DELTA AIR LINES,SOUTHWEST AIRLINES,0.19905,3,2,13,18,1,0
DELTA AIR LINES,TENET HEALTHCARE,0.011506,0,0,3,3,0,1
DELTA AIR LINES,TEXAS INSTRUMENTS,0.000584,1,0,1,2,1,0
UNION PACIFIC,DELTA AIR LINES,0.015612,2,0,1,3,2,0
UNITED AIRLINES HOLDINGS,DELTA AIR LINES,0.210896,2,1,13,16,1,0
DELTA AIR LINES,UNITED PARCEL SERVICE,0.184573,0,0,1,1,0,1
DELTA AIR LINES,UNITED TECHNOLOGIES,0.001301,0,0,1,1,0,1
DELTA AIR LINES,VERIZON,0.000247,0,0,1,1,0,1
DELTA AIR LINES,WELLS FARGO,4.5e-05,1,0,0,1,1,0
DELTA AIR LINES,WEYERHAEUSER,0.001467,0,0,2,2,0,1
WINDSTREAM HOLDINGS,DELTA AIR LINES,0.003733,1,0,1,2,1,0
DELTA AIR LINES,YUM BRANDS,0.010215,0,0,1,1,0,1
DICK'S SPORTING GOODS,DISH NETWORK,0.03869,0,0,1,1,0,1
DOLLAR GENERAL,DICK'S SPORTING GOODS,0.332059,2,0,0,2,2,0
EBAY,DICK'S SPORTING GOODS,0.14963,2,0,1,3,2,0
HOME DEPOT,DICK'S SPORTING GOODS,0.074815,1,0,1,2,1,0
KOHL'S,DICK'S SPORTING GOODS,0.286,2,0,0,2,2,0
LOWE'S,DICK'S SPORTING GOODS,0.36338,2,0,0,2,2,0
MASTERCARD,DICK'S SPORTING GOODS,0.036125,1,0,0,1,1,0
MICROSOFT,DICK'S SPORTING GOODS,0.138565,1,0,0,1,1,0
DICK'S SPORTING GOODS,MOTOROLA SOLUTIONS,0.01566,0,0,1,1,0,1
SIMON PROPERTY GROUP,DICK'S SPORTING GOODS,0.21375,2,0,0,2,2,0
TARGET,DICK'S SPORTING GOODS,0.36338,1,0,1,2,1,0
VERIZON,DICK'S SPORTING GOODS,0.327255,3,0,0,3,3,0
FIFTH THIRD BANCORP,DISCOVER FINANCIAL SERVICES,0.010222,1,0,1,2,1,0
DISCOVER FINANCIAL SERVICES,HOME DEPOT,0.005367,1,0,1,2,1,0
DISCOVER FINANCIAL SERVICES,JPMORGAN CHASE & CO.,0.00716,1,0,1,2,1,0
DISCOVER FINANCIAL SERVICES,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.010123,1,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,METLIFE,0.001301,1,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,NAVIENT,0.039619,1,1,1,3,0,1
DISCOVER FINANCIAL SERVICES,NORTHWESTERN MUTUAL,0.001024,0,0,1,1,0,1
DISCOVER FINANCIAL SERVICES,PNC FINANCIAL SERVICES,0.003733,1,0,1,2,1,0
DISCOVER FINANCIAL SERVICES,PRUDENTIAL FINANCIAL,0.000121,1,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,REGIONS FINANCIAL,0.002685,1,0,2,3,1,0
DISCOVER FINANCIAL SERVICES,STATE FARM INSURANCE,0.001301,1,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,USAA,0.006389,1,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,WELLS FARGO,0.089754,2,1,1,4,1,0
EBAY,DISH NETWORK,0.0366,2,0,2,4,2,0
DISH NETWORK,FACEBOOK,0.026609,2,0,1,3,2,0
FORD,DISH NETWORK,0.033892,1,0,0,1,1,0
DISH NETWORK,FOX CORP,0.197473,1,1,9,11,0,1
DISH NETWORK,HARTFORD FINANCIAL SERVICES,0.001042,1,0,0,1,1,0
IBM,DISH NETWORK,0.018896,2,1,2,5,1,0
DISH NETWORK,IHEARTMEDIA,0.137125,5,0,0,5,5,0
DISH NETWORK,INTEL,0.014364,1,1,1,3,0,1
DISH NETWORK,INTUIT,0.004776,2,0,1,3,2,0
DISH NETWORK,LUMEN TECHNOLOGIES,0.063995,2,1,2,5,1,0
DISH NETWORK,MICRON TECHNOLOGY,0.02303,2,0,0,2,2,0
DISH NETWORK,MICROSOFT,0.145895,3,1,4,8,2,0
DISH NETWORK,MOTOROLA SOLUTIONS,0.055279,0,0,1,1,0,1
