source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced
BLACKSTONE GROUP,BANK OF AMERICA,0.01219,1,0,0,1,1,0
BANK OF AMERICA,CAPITAL ONE FINANCIAL,0.075058,1,0,8,9,1,0
BANK OF AMERICA,CENTERPOINT ENERGY,0.000247,0,0,1,1,0,1
BANK OF AMERICA,CHARLES SCHWAB,0.019777,1,0,1,2,1,0
BANK OF AMERICA,CHESAPEAKE ENERGY,0.013727,1,0,1,2,1,0
BANK OF AMERICA,CHEVRON,0.006389,0,0,1,1,0,1
BANK OF AMERICA,CITIGROUP,0.164259,3,3,5,11,0,1
BANK OF AMERICA,CMS ENERGY,0.000468,0,0,1,1,0,1
BANK OF AMERICA,CONSOLIDATED EDISON,0.007123,2,0,2,4,2,0
BANK OF AMERICA,CSX,0.005089,0,0,1,1,0,1
BANK OF AMERICA,CVS HEALTH,0.08423,0,0,1,1,0,1
BANK OF AMERICA,DEERE,0.004748,0,0,1,1,0,1
DISCOVER FINANCIAL SERVICES,BANK OF AMERICA,0.057155,1,0,2,3,1,0
BANK OF AMERICA,DOMINION ENERGY,0.006142,1,0,0,1,1,0
BANK OF AMERICA,DTE ENERGY,0.006389,0,0,1,1,0,1
BANK OF AMERICA,DUKE ENERGY,0.006389,0,0,1,1,0,1
BANK OF AMERICA,DUPONT DE NEMOURS,0.000814,0,0,2,2,0,1
BANK OF AMERICA,EBAY,0.033615,0,0,1,1,0,1
BANK OF AMERICA,EDISON INTERNATIONAL,0.006389,0,0,1,1,0,1
BANK OF AMERICA,ENTERGY,0.009148,0,0,3,3,0,1
BANK OF AMERICA,EXELON,0.009637,0,0,2,2,0,1
BANK OF AMERICA,FEDEX,0.003209,1,0,1,2,1,0
BANK OF AMERICA,FIFTH THIRD BANCORP,0.252716,2,1,6,9,1,0
BANK OF AMERICA,FIRST AMERICAN FINANCIAL,0.060875,1,0,1,2,1,0
BANK OF AMERICA,FIRSTENERGY,0.001643,0,0,1,1,0,1
BANK OF AMERICA,GENERAL DYNAMICS,0.003247,1,0,0,1,1,0
BANK OF AMERICA,GENWORTH FINANCIAL,0.03869,2,0,0,2,2,0
HARTFORD FINANCIAL SERVICES,BANK OF AMERICA,0.015444,2,0,1,3,2,0
BANK OF AMERICA,HOLLYFRONTIER,0.001947,0,0,1,1,0,1
BANK OF AMERICA,HOME DEPOT,0.004683,0,0,2,2,0,1
BANK OF AMERICA,IBM,0.002941,0,0,3,3,0,1
BANK OF AMERICA,INTERNATIONAL PAPER,0.060869,0,0,1,1,0,1
BANK OF AMERICA,JOHNSON & JOHNSON,0.003247,0,0,1,1,0,1
BANK OF AMERICA,JPMORGAN CHASE & CO.,0.040093,2,2,3,7,0,1
BANK OF AMERICA,KOHL'S,0.036125,1,0,0,1,1,0
LIBERTY MUTUAL INSURANCE GROUP,BANK OF AMERICA,0.015444,2,1,0,3,1,0
BANK OF AMERICA,LOCKHEED MARTIN,0.006389,0,0,1,1,0,1
LOEWS,BANK OF AMERICA,0.016861,2,1,0,3,1,0
MARRIOTT INTERNATIONAL,BANK OF AMERICA,0.015067,2,0,0,2,2,0
BANK OF AMERICA,MASCO,0.002685,1,0,0,1,1,0
BANK OF AMERICA,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.034778,2,1,4,7,1,0
BANK OF AMERICA,MERCK,0.001492,1,1,0,2,0,1
BANK OF AMERICA,METLIFE,0.039618,1,0,3,4,1,0
BANK OF AMERICA,MUTUAL OF OMAHA INSURANCE,0.008076,1,0,1,2,1,0
NATIONWIDE,BANK OF AMERICA,0.012907,2,0,0,2,2,0
BANK OF AMERICA,NCR,0.008082,1,0,0,1,1,0
BANK OF AMERICA,NEXTERA ENERGY,0.000347,0,0,1,1,0,1
NORFOLK SOUTHERN,BANK OF AMERICA,0.010789,2,0,1,3,2,0
NORTHERN TRUST,BANK OF AMERICA,0.288565,2,0,0,2,2,0
BANK OF AMERICA,NORTHROP GRUMMAN,0.01442,0,0,2,2,0,1
NORTHWESTERN MUTUAL,BANK OF AMERICA,0.021417,2,0,2,4,2,0
BANK OF AMERICA,PACKAGING CORP. OF AMERICA,0.008251,0,0,1,1,0,1
BANK OF AMERICA,PG&E,0.002066,1,0,0,1,1,0
BANK OF AMERICA,PNC FINANCIAL SERVICES,0.028526,2,0,1,3,2,0
BANK OF AMERICA,PPL,0.001301,0,0,1,1,0,1
PRINCIPAL FINANCIAL,BANK OF AMERICA,0.204039,4,0,0,4,4,0
BANK OF AMERICA,PRUDENTIAL FINANCIAL,0.049118,2,1,3,6,1,0
BANK OF AMERICA,PUBLIC SERVICE ENTERPRISE GROUP,0.003247,0,0,1,1,0,1
BANK OF AMERICA,QUALCOMM,0.01442,0,0,2,2,0,1
BANK OF AMERICA,REGIONS FINANCIAL,0.07726,1,0,1,2,1,0
SEMPRA ENERGY,BANK OF AMERICA,0.029279,1,0,2,3,1,0
BANK OF AMERICA,SOUTHERN,0.006857,1,0,1,2,1,0
BANK OF AMERICA,SOUTHWEST AIRLINES,0.000777,0,0,1,1,0,1
BANK OF AMERICA,STATE FARM INSURANCE,0.043678,2,1,3,6,1,0
BANK OF AMERICA,SUNTRUST BANKS,0.133761,4,0,1,5,4,0
BANK OF AMERICA,TEXAS INSTRUMENTS,0.000368,0,0,1,1,0,1
BANK OF AMERICA,TRAVELERS,0.001641,0,0,2,2,0,1
BANK OF AMERICA,U.S. BANCORP,0.105092,1,0,1,2,1,0
BANK OF AMERICA,UNITED PARCEL SERVICE,0.009055,1,0,1,2,1,0
BANK OF AMERICA,USAA,0.068113,1,1,6,8,0,1
BANK OF AMERICA,VERIZON,0.000617,0,0,1,1,0,1
BANK OF AMERICA,VISA,0.005773,3,0,0,3,3,0
WELLS FARGO,BANK OF AMERICA,0.316983,3,2,3,8,1,0
WEYERHAEUSER,BANK OF AMERICA,0.0001,1,0,0,1,1,0
BANK OF AMERICA,XCEL ENERGY,0.006389,0,0,1,1,0,1
CAPITAL ONE FINANCIAL,BANK OF NEW YORK MELLON,0.06375,1,0,1,2,1,0
METLIFE,BANK OF NEW YORK MELLON,0.06375,1,0,1,2,1,0
BANK OF NEW YORK MELLON,UNUM GROUP,0.06375,1,0,0,1,1,0
USAA,BANK OF NEW YORK MELLON,0.21375,1,0,1,2,1,0
BAXTER INTERNATIONAL,BLACKSTONE GROUP,0.001433,1,0,1,2,1,0
BOEING,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,BOSTON SCIENTIFIC,0.030102,1,1,4,6,0,1
BAXTER INTERNATIONAL,BRISTOL-MYERS SQUIBB,0.023204,1,1,3,5,0,1
CENTERPOINT ENERGY,BAXTER INTERNATIONAL,0.000302,1,0,0,1,1,0
CHARLES SCHWAB,BAXTER INTERNATIONAL,0.000843,1,0,0,1,1,0
BAXTER INTERNATIONAL,CHESAPEAKE ENERGY,0.000954,1,0,0,1,1,0
BAXTER INTERNATIONAL,CISCO SYSTEMS,0.009341,1,0,1,2,1,0
BAXTER INTERNATIONAL,CITIGROUP,0.000247,0,0,1,1,0,1
BAXTER INTERNATIONAL,CMS ENERGY,0.000423,0,0,1,1,0,1
BAXTER INTERNATIONAL,COMCAST,0.007007,0,0,1,1,0,1
BAXTER INTERNATIONAL,CONSOLIDATED EDISON,0.034871,0,0,1,1,0,1
BAXTER INTERNATIONAL,CORNING,0.026518,2,1,1,4,1,0
BAXTER INTERNATIONAL,CVS HEALTH,0.007321,1,0,2,3,1,0
DAVITA,BAXTER INTERNATIONAL,0.022108,1,0,1,2,1,0
BAXTER INTERNATIONAL,DEERE,0.009404,1,0,1,2,1,0
DELTA AIR LINES,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,DISH NETWORK,0.028374,2,0,1,3,2,0
DTE ENERGY,BAXTER INTERNATIONAL,0.004021,1,0,0,1,1,0
BAXTER INTERNATIONAL,DUPONT DE NEMOURS,0.000423,0,0,1,1,0,1
BAXTER INTERNATIONAL,EBAY,0.023325,0,0,3,3,0,1
BAXTER INTERNATIONAL,ELI LILLY,0.002,0,0,1,1,0,1
EXELON,BAXTER INTERNATIONAL,0.036866,1,0,1,2,1,0
BAXTER INTERNATIONAL,FACEBOOK,0.007931,1,0,0,1,1,0
FEDEX,BAXTER INTERNATIONAL,0.00717,1,0,1,2,1,0
FIRSTENERGY,BAXTER INTERNATIONAL,0.011676,1,0,1,2,1,0
FORD,BAXTER INTERNATIONAL,0.020778,1,0,0,1,1,0
BAXTER INTERNATIONAL,GENERAL DYNAMICS,0.051107,1,0,1,2,1,0
GENERAL ELECTRIC,BAXTER INTERNATIONAL,0.000979,1,0,0,1,1,0
BAXTER INTERNATIONAL,HARTFORD FINANCIAL SERVICES,0.002021,1,0,0,1,1,0
BAXTER INTERNATIONAL,HCA HEALTHCARE,0.004611,0,0,2,2,0,1
BAXTER INTERNATIONAL,HOLLYFRONTIER,0.002766,0,0,1,1,0,1
IBM,BAXTER INTERNATIONAL,0.009719,1,0,2,3,1,0
BAXTER INTERNATIONAL,IHEARTMEDIA,0.007986,1,0,0,1,1,0
BAXTER INTERNATIONAL,INTEL,0.01149,2,1,1,4,1,0
JOHNSON & JOHNSON,BAXTER INTERNATIONAL,0.042419,1,0,3,4,1,0
BAXTER INTERNATIONAL,JPMORGAN CHASE & CO.,0.000754,1,0,0,1,1,0
BAXTER INTERNATIONAL,L3HARRIS TECHNOLOGIES,0.000843,0,0,1,1,0,1
BAXTER INTERNATIONAL,LINCOLN NATIONAL,0.026885,0,0,1,1,0,1
MARATHON OIL,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,MARRIOTT INTERNATIONAL,0.00018,1,0,0,1,1,0
BAXTER INTERNATIONAL,MERCK,0.010742,1,1,3,5,0,1
BAXTER INTERNATIONAL,MICROSOFT,0.031311,2,1,0,3,1,0
BAXTER INTERNATIONAL,MOTOROLA SOLUTIONS,0.014433,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
NATIONWIDE,BAXTER INTERNATIONAL,0.020258,1,0,1,2,1,0
NAVIENT,BAXTER INTERNATIONAL,0.003733,1,0,0,1,1,0
NEXTERA ENERGY,BAXTER INTERNATIONAL,0.003822,1,0,2,3,1,0
NORFOLK SOUTHERN,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
ORACLE,BAXTER INTERNATIONAL,0.035108,2,1,0,3,1,0
PEABODY ENERGY,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,PEPSICO,0.007986,0,0,1,1,0,1
BAXTER INTERNATIONAL,PFIZER,0.028526,1,0,1,2,1,0
BAXTER INTERNATIONAL,PG&E,0.016237,0,0,1,1,0,1
BAXTER INTERNATIONAL,PPL,0.001256,0,0,1,1,0,1
PRINCIPAL FINANCIAL,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,PRUDENTIAL FINANCIAL,0.036892,1,0,1,2,1,0
PUBLIC SERVICE ENTERPRISE GROUP,BAXTER INTERNATIONAL,0.006043,1,0,1,2,1,0
BAXTER INTERNATIONAL,QUALCOMM,0.018063,1,1,1,3,0,1
BAXTER INTERNATIONAL,RITE AID,0.003797,0,0,3,3,0,1
SOUTHERN,BAXTER INTERNATIONAL,0.006768,1,0,1,2,1,0
TENET HEALTHCARE,BAXTER INTERNATIONAL,0.008822,1,0,0,1,1,0
TEXAS INSTRUMENTS,BAXTER INTERNATIONAL,0.032418,1,0,4,5,1,0
BAXTER INTERNATIONAL,THERMO FISHER SCIENTIFIC,0.008016,2,0,0,2,2,0
UNITED AIRLINES HOLDINGS,BAXTER INTERNATIONAL,0.010078,1,0,0,1,1,0
BAXTER INTERNATIONAL,UNITED PARCEL SERVICE,0.00859,0,0,3,3,0,1
VERIZON,BAXTER INTERNATIONAL,0.003219,2,1,1,4,1,0
BAXTER INTERNATIONAL,WINDSTREAM HOLDINGS,0.006418,0,0,1,1,0,1
BOEING,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,BOSTON SCIENTIFIC,0.213679,0,0,2,2,0,1
BRISTOL-MYERS SQUIBB,BECTON DICKINSON,0.010552,1,0,1,2,1,0
BECTON DICKINSON,CARDINAL HEALTH,0.24125,0,0,3,3,0,1
BECTON DICKINSON,CORNING,0.075114,2,0,0,2,2,0
BECTON DICKINSON,DAVITA,0.045387,0,0,1,1,0,1
EXELON,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,GENERAL ELECTRIC,0.113804,0,0,2,2,0,1
KIMBERLY-CLARK,BECTON DICKINSON,0.21375,1,0,0,1,1,0
MARATHON OIL,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,MCKESSON,0.018634,1,0,1,2,1,0
MERCK,BECTON DICKINSON,0.010552,2,0,2,4,2,0
MUTUAL OF OMAHA INSURANCE,BECTON DICKINSON,0.010552,1,0,1,2,1,0
NAVIENT,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,OWENS & MINOR,0.074573,1,1,1,3,0,1
PEABODY ENERGY,BECTON DICKINSON,0.010552,1,0,0,1,1,0
PRINCIPAL FINANCIAL,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,STRYKER,0.145934,0,0,2,2,0,1
TENET HEALTHCARE,BECTON DICKINSON,0.049928,1,0,1,2,1,0
UNITED AIRLINES HOLDINGS,BECTON DICKINSON,0.010552,1,0,0,1,1,0
BECTON DICKINSON,ZIMMER BIOMET HOLDINGS,0.226193,1,1,1,3,0,1
BERKSHIRE HATHAWAY,BOEING,0.051024,0,0,4,4,0,1
BERKSHIRE HATHAWAY,BOSTON SCIENTIFIC,0.04554,0,0,1,1,0,1
BERKSHIRE HATHAWAY,BRISTOL-MYERS SQUIBB,0.084698,0,0,1,1,0,1
BERKSHIRE HATHAWAY,CAMPBELL SOUP,0.171766,0,0,1,1,0,1
BERKSHIRE HATHAWAY,CENTERPOINT ENERGY,0.000716,0,0,2,2,0,1
BERKSHIRE HATHAWAY,CHARTER COMMUNICATIONS,0.042905,2,0,1,3,2,0
BERKSHIRE HATHAWAY,CHESAPEAKE ENERGY,0.00172,0,0,1,1,0,1
BERKSHIRE HATHAWAY,COCA-COLA,0.004103,2,0,1,3,2,0
BERKSHIRE HATHAWAY,COMCAST,0.010141,0,0,2,2,0,1
BERKSHIRE HATHAWAY,CONSOLIDATED EDISON,0.000166,0,0,1,1,0,1
BERKSHIRE HATHAWAY,CSX,0.272789,0,0,7,7,0,1
BERKSHIRE HATHAWAY,CUMMINS,0.008032,0,0,2,2,0,1
BERKSHIRE HATHAWAY,DAVITA,0.014027,0,0,1,1,0,1
BERKSHIRE HATHAWAY,DEAN FOODS,0.251729,1,1,2,4,0,1
BERKSHIRE HATHAWAY,DEERE,0.098038,1,1,2,4,0,1
BERKSHIRE HATHAWAY,DELTA AIR LINES,0.100887,3,0,2,5,3,0
BERKSHIRE HATHAWAY,DOMINION ENERGY,0.008837,1,0,1,2,1,0
BERKSHIRE HATHAWAY,DTE ENERGY,0.184573,0,0,1,1,0,1
BERKSHIRE HATHAWAY,DUKE ENERGY,0.120868,0,0,2,2,0,1
BERKSHIRE HATHAWAY,DUPONT DE NEMOURS,4.5e-05,1,0,0,1,1,0
BERKSHIRE HATHAWAY,DXC TECHNOLOGY,0.068417,0,0,1,1,0,1
BERKSHIRE HATHAWAY,EDISON INTERNATIONAL,0.00309,0,0,2,2,0,1
ELI LILLY,BERKSHIRE HATHAWAY,0.028853,1,0,3,4,1,0
BERKSHIRE HATHAWAY,ENTERGY,0.08644,1,0,2,3,1,0
BERKSHIRE HATHAWAY,EXELON,0.004066,0,0,1,1,0,1
BERKSHIRE HATHAWAY,EXXONMOBIL,0.010565,0,0,3,3,0,1
BERKSHIRE HATHAWAY,FACEBOOK,0.00351,1,0,1,2,1,0
BERKSHIRE HATHAWAY,FEDEX,0.050246,2,0,2,4,2,0
BERKSHIRE HATHAWAY,FIRSTENERGY,0.000799,0,0,1,1,0,1
BERKSHIRE HATHAWAY,FLUOR,0.00794,1,0,2,3,1,0
BERKSHIRE HATHAWAY,FORD,0.002592,0,0,1,1,0,1
BERKSHIRE HATHAWAY,GENERAL DYNAMICS,0.073087,0,0,6,6,0,1
BERKSHIRE HATHAWAY,GENERAL ELECTRIC,0.002066,0,0,1,1,0,1
BERKSHIRE HATHAWAY,GENERAL MILLS,0.122905,0,0,1,1,0,1
BERKSHIRE HATHAWAY,GENERAL MOTORS,0.014776,0,0,4,4,0,1
HARTFORD FINANCIAL SERVICES,BERKSHIRE HATHAWAY,0.000166,1,0,0,1,1,0
HOLLYFRONTIER,BERKSHIRE HATHAWAY,0.012584,1,0,2,3,1,0
BERKSHIRE HATHAWAY,HOME DEPOT,0.184573,0,0,1,1,0,1
BERKSHIRE HATHAWAY,HONEYWELL INTERNATIONAL,0.037977,1,0,0,1,1,0
BERKSHIRE HATHAWAY,INTEL,0.020823,0,0,1,1,0,1
BERKSHIRE HATHAWAY,INTERNATIONAL PAPER,0.193453,0,0,3,3,0,1
BERKSHIRE HATHAWAY,JPMORGAN CHASE & CO.,0.000166,0,0,1,1,0,1
BERKSHIRE HATHAWAY,KROGER,0.045387,0,0,1,1,0,1
BERKSHIRE HATHAWAY,L3HARRIS TECHNOLOGIES,0.068989,1,1,3,5,0,1
BERKSHIRE HATHAWAY,LAND O'LAKES,0.029654,2,2,2,6,0,1
BERKSHIRE HATHAWAY,LEIDOS HOLDINGS,0.079604,0,0,1,1,0,1
LIBERTY MUTUAL INSURANCE GROUP,BERKSHIRE HATHAWAY,0.000166,1,0,0,1,1,0
LOCKHEED MARTIN,BERKSHIRE HATHAWAY,0.007754,1,0,3,4,1,0
MARSH & MCLENNAN,BERKSHIRE HATHAWAY,0.1,1,0,1,2,1,0
BERKSHIRE HATHAWAY,MERCK,0.000617,0,0,1,1,0,1
NATIONWIDE,BERKSHIRE HATHAWAY,0.061768,1,0,1,2,1,0
BERKSHIRE HATHAWAY,NAVIENT,0.028526,0,0,1,1,0,1
BERKSHIRE HATHAWAY,NEXTERA ENERGY,0.004066,0,0,1,1,0,1
NORFOLK SOUTHERN,BERKSHIRE HATHAWAY,0.575554,3,2,6,11,1,0
BERKSHIRE HATHAWAY,NORTHROP GRUMMAN,0.016531,0,0,4,4,0,1
BERKSHIRE HATHAWAY,NORTHWESTERN MUTUAL,0.0001,1,0,0,1,1,0
BERKSHIRE HATHAWAY,OCCIDENTAL PETROLEUM,0.048861,0,0,1,1,0,1
BERKSHIRE HATHAWAY,OLIN,0.074815,1,0,1,2,1,0
BERKSHIRE HATHAWAY,OWENS-ILLINOIS,0.112792,1,0,1,2,1,0
BERKSHIRE HATHAWAY,PACKAGING CORP. OF AMERICA,0.195345,0,0,2,2,0,1
PEPSICO,BERKSHIRE HATHAWAY,0.012382,1,0,2,3,1,0
BERKSHIRE HATHAWAY,PG&E,0.009431,0,0,3,3,0,1
BERKSHIRE HATHAWAY,PHILLIPS 66,0.008992,0,0,2,2,0,1
BERKSHIRE HATHAWAY,PPG INDUSTRIES,0.096419,0,0,3,3,0,1
BERKSHIRE HATHAWAY,PPL,0.011278,0,0,2,2,0,1
PRINCIPAL FINANCIAL,BERKSHIRE HATHAWAY,0.000211,1,0,1,2,1,0
BERKSHIRE HATHAWAY,RAYTHEON,0.029424,0,0,5,5,0,1
BERKSHIRE HATHAWAY,REPUBLIC SERVICES,0.02303,0,0,1,1,0,1
BERKSHIRE HATHAWAY,ROCKWELL COLLINS,0.109787,1,0,3,4,1,0
BERKSHIRE HATHAWAY,SOUTHERN,0.001146,0,0,2,2,0,1
BERKSHIRE HATHAWAY,SOUTHWEST AIRLINES,0.136354,0,0,3,3,0,1
BERKSHIRE HATHAWAY,STRYKER,0.02303,0,0,1,1,0,1
BERKSHIRE HATHAWAY,TENET HEALTHCARE,0.083397,0,0,1,1,0,1
BERKSHIRE HATHAWAY,TEXAS INSTRUMENTS,0.004701,0,0,4,4,0,1
UNION PACIFIC,BERKSHIRE HATHAWAY,0.629775,1,0,10,11,1,0
BERKSHIRE HATHAWAY,UNITED AIRLINES HOLDINGS,0.008133,0,0,2,2,0,1
BERKSHIRE HATHAWAY,UNITED PARCEL SERVICE,0.005139,1,0,1,2,1,0
BERKSHIRE HATHAWAY,UNITED TECHNOLOGIES,0.013831,0,0,2,2,0,1
BERKSHIRE HATHAWAY,WEC ENERGY GROUP,0.074815,1,0,0,1,1,0
BERKSHIRE HATHAWAY,WELLS FARGO,0.003412,2,0,1,3,2,0
WEYERHAEUSER,BERKSHIRE HATHAWAY,0.140277,2,0,2,4,2,0
WINDSTREAM HOLDINGS,BERKSHIRE HATHAWAY,0.007466,1,0,2,3,1,0
BERKSHIRE HATHAWAY,XCEL ENERGY,0.084698,0,0,1,1,0,1
YUM BRANDS,BERKSHIRE HATHAWAY,0.028446,1,0,1,2,1,0
BEST BUY,CISCO SYSTEMS,0.059155,1,0,0,1,1,0
BEST BUY,COMCAST,0.059155,1,0,1,2,1,0
BEST BUY,DICK'S SPORTING GOODS,0.272905,1,0,0,1,1,0
BEST BUY,DOLLAR GENERAL,0.332059,0,0,2,2,0,1
EBAY,BEST BUY,0.182059,1,0,2,3,1,0
BEST BUY,HOME DEPOT,0.059155,0,0,1,1,0,1
BEST BUY,IBM,0.059155,0,0,1,1,0,1
BEST BUY,KOHL'S,0.249875,0,0,1,1,0,1
BEST BUY,LOWE'S,0.272905,0,0,2,2,0,1
BEST BUY,MICRON TECHNOLOGY,0.059155,1,0,0,1,1,0
BEST BUY,SIMON PROPERTY GROUP,0.21375,0,0,1,1,0,1
BEST BUY,TARGET,0.272905,0,0,1,1,0,1
BEST BUY,TEXAS INSTRUMENTS,0.059155,0,0,1,1,0,1
BEST BUY,VERIZON,0.272905,1,0,2,3,1,0
BLACKROCK,SUNTRUST BANKS,0.15,0,0,1,1,0,1
BLACKSTONE GROUP,BOSTON SCIENTIFIC,0.002476,1,1,0,2,0,1
BRISTOL-MYERS SQUIBB,BLACKSTONE GROUP,0.000407,1,0,1,2,1,0
BLACKSTONE GROUP,CALPINE,0.007713,1,0,0,1,1,0
BLACKSTONE GROUP,COMCAST,0.007113,1,0,1,2,1,0
BLACKSTONE GROUP,CONSOLIDATED EDISON,0.001976,0,0,1,1,0,1
CORNING,BLACKSTONE GROUP,0.000424,1,0,0,1,1,0
BLACKSTONE GROUP,CSX,0.000342,1,0,0,1,1,0
BLACKSTONE GROUP,CVS HEALTH,0.001433,1,1,0,2,0,1
BLACKSTONE GROUP,DOMINION ENERGY,0.000407,1,0,0,1,1,0
DUPONT DE NEMOURS,BLACKSTONE GROUP,0.004477,1,0,0,1,1,0
EBAY,BLACKSTONE GROUP,0.008882,2,0,0,2,2,0
ELI LILLY,BLACKSTONE GROUP,0.032849,1,0,1,2,1,0
FEDEX,BLACKSTONE GROUP,0.003451,1,0,0,1,1,0
GENERAL ELECTRIC,BLACKSTONE GROUP,0.00145,1,0,0,1,1,0
GUARDIAN LIFE INS. CO. OF AMERICA,BLACKSTONE GROUP,0.022108,1,0,0,1,1,0
BLACKSTONE GROUP,HARTFORD FINANCIAL SERVICES,0.061052,0,0,2,2,0,1
HCA HEALTHCARE,BLACKSTONE GROUP,0.000619,1,0,1,2,1,0
HOME DEPOT,BLACKSTONE GROUP,0.005773,1,0,0,1,1,0
BLACKSTONE GROUP,INTERNATIONAL PAPER,0.001793,1,0,0,1,1,0
JOHNSON & JOHNSON,BLACKSTONE GROUP,0.001433,2,0,1,3,2,0
BLACKSTONE GROUP,LIBERTY MUTUAL INSURANCE GROUP,0.016349,1,0,1,2,1,0
BLACKSTONE GROUP,LOEWS,0.040521,2,0,3,5,2,0
BLACKSTONE GROUP,MARRIOTT INTERNATIONAL,0.413193,2,0,5,7,2,0
BLACKSTONE GROUP,MARSH & MCLENNAN,0.006011,1,0,0,1,1,0
MERCK,BLACKSTONE GROUP,0.001433,1,0,2,3,1,0
BLACKSTONE GROUP,MGM RESORTS INTERNATIONAL,0.483511,3,0,2,5,3,0
MICROSOFT,BLACKSTONE GROUP,0.004477,1,0,0,1,1,0
MUTUAL OF OMAHA INSURANCE,BLACKSTONE GROUP,0.034299,1,0,0,1,1,0
NATIONWIDE,BLACKSTONE GROUP,0.049964,1,0,1,2,1,0
BLACKSTONE GROUP,NORFOLK SOUTHERN,0.007414,1,0,1,2,1,0
BLACKSTONE GROUP,PNC FINANCIAL SERVICES,0.006418,0,0,1,1,0,1
BLACKSTONE GROUP,PRINCIPAL FINANCIAL,0.034299,0,0,1,1,0,1
RITE AID,BLACKSTONE GROUP,0.000949,1,0,2,3,1,0
BLACKSTONE GROUP,STATE FARM INSURANCE,0.001857,1,0,1,2,1,0
TENET HEALTHCARE,BLACKSTONE GROUP,0.015612,2,1,0,3,1,0
TRAVELERS,BLACKSTONE GROUP,0.001641,1,0,1,2,1,0
BLACKSTONE GROUP,UNITED AIRLINES HOLDINGS,0.001026,0,0,1,1,0,1
UNITED PARCEL SERVICE,BLACKSTONE GROUP,0.001433,1,0,2,3,1,0
BLACKSTONE GROUP,USAA,0.015665,0,0,1,1,0,1
VERIZON,BLACKSTONE GROUP,0.01025,2,0,0,2,2,0
BLACKSTONE GROUP,WALT DISNEY,0.132032,2,0,0,2,2,0
BLACKSTONE GROUP,WEYERHAEUSER,0.026217,0,0,1,1,0,1
BOSTON SCIENTIFIC,BOEING,0.04554,1,0,1,2,1,0
BOEING,BRISTOL-MYERS SQUIBB,0.132007,0,0,3,3,0,1
CATERPILLAR,BOEING,0.004066,1,0,0,1,1,0
CENTERPOINT ENERGY,BOEING,0.035362,1,0,2,3,1,0
BOEING,CHARLES SCHWAB,0.000843,0,0,1,1,0,1
BOEING,CHESAPEAKE ENERGY,0.002674,1,0,1,2,1,0
CMS ENERGY,BOEING,0.120823,1,0,0,1,1,0
BOEING,COCA-COLA,0.246042,1,0,1,2,1,0
CONSOLIDATED EDISON,BOEING,0.000166,1,0,0,1,1,0
CSX,BOEING,0.033615,1,0,1,2,1,0
CUMMINS,BOEING,0.130091,1,0,8,9,1,0
BOEING,DAVITA,0.014027,1,0,1,2,1,0
BOEING,DEERE,0.30538,1,0,2,3,1,0
BOEING,DELTA AIR LINES,0.020635,2,1,4,7,1,0
DTE ENERGY,BOEING,0.01704,1,0,2,3,1,0
BOEING,DUKE ENERGY,4.5e-05,0,0,1,1,0,1
BOEING,DUPONT DE NEMOURS,0.29836,2,0,2,4,2,0
BOEING,DXC TECHNOLOGY,0.029727,0,0,4,4,0,1
BOEING,EBAY,0.005089,1,0,0,1,1,0
EDISON INTERNATIONAL,BOEING,0.000612,2,0,1,3,2,0
BOEING,ELI LILLY,0.002,0,0,1,1,0,1
ENTERGY,BOEING,0.000166,1,0,0,1,1,0
BOEING,EXELON,0.057263,2,0,2,4,2,0
BOEING,EXXONMOBIL,0.010308,1,0,3,4,1,0
BOEING,FACEBOOK,0.00852,1,1,3,5,0,1
BOEING,FEDEX,0.005875,2,0,3,5,2,0
FIFTH THIRD BANCORP,BOEING,0.005094,1,0,0,1,1,0
FIRSTENERGY,BOEING,0.101738,2,0,2,4,2,0
FLUOR,BOEING,0.001474,1,0,1,2,1,0
BOEING,FORD,0.016898,1,1,0,2,0,1
BOEING,GENERAL DYNAMICS,0.032269,1,1,12,14,0,1
GENERAL ELECTRIC,BOEING,0.085999,1,0,1,2,1,0
BOEING,GENERAL MOTORS,0.123391,1,0,3,4,1,0
BOEING,HARTFORD FINANCIAL SERVICES,0.000332,1,1,0,2,0,1
